"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"51","TV Data Analysis","https://www.upwork.com/job/Data-Analysis_~017f2fb9c42acd485c/","Intermediate",NA,2019-06-13,"Build an excel that will be able to connect between to layers of data - traffic and purchases from a website TV spots","Microsoft Excel",NA,"$40 ","5.00 Stars, based on 1 feedback","Israel",NA,5,1
"52","Calculate coordinate position of target based on relief and camera info (GIS, Google Maps Api, lens)","https://www.upwork.com/job/Calculate-coordinate-position-target-based-relief-and-camera-info-GIS-Google-Maps-Api-lens_~010c4771f709be60d2/","Expert",5,2019-06-13,"I'll provide informations about camera. I need as the main result the lat/long of target. Using the relief is important on this job, since mountains can change the distance and result. You can use some service like Google Maps Api to do this job. DETAILS Information provided: - Camera Pan; - Camera Tilt; - Camera Zoom; - Camera lens information; - Camera altitude; - Camera Lat/Long; - Camera image size; - X/Y of target on image. If something else more is needed to generate the results, consult me. Expected results: - Pan and Tilt of target position; - Based on the relief, calculate the distance from the camera to the target; - Based on the relief, return Lat/Long of the target. Result format (JSON): { ""pan"": 22.3, ""tilt"": 7.4, ""distanceInMeters"": 3408.43, ""latitude"": -31.545454, ""longitude"": -52.645656 } About accuracy, this is the maximum distance difference: • <= 1km: 50 meters • 1km to 5km: 75 meters • 5km to 10km: 120 meters • 10km to 15km: 160 meters • >= 15km: 200 meters less","GISC",NA,"$10k+ ","5.00 Stars, based on 1 feedback","Brazil",NA,5,1
"53","Development of MVP for Music-Based Data Analytics Company","https://www.upwork.com/job/Development-MVP-for-Music-Based-Data-Analytics-Company_~012593d839718b737a/","Intermediate",1500,2019-06-13,"We are looking for someone who is a go-getter and committed to help us develop the minimum viable product for our startup. We want people smarter than us to help us know better about our product and help make it a success.","BigQuery, Google Analytics, Python, Data Visualization, Web Design",NA,"$0 ","No feedback yet","India",NA,NA,NA
"54","Venture Capital / PE AI project for analysing portfolio","https://www.upwork.com/job/Venture-Capital-project-for-analysing-portfolio_~013a83f8748b9817cb/","Intermediate",NA,2019-06-13,"We are developing a Salesforce based portfolio management system for a VCT/ VC and PE fund manager. We are in need of somebody with excellent AI skills, but also an expert in investing, stocks and shares and venture capital. The person will work wi ... more","Python",NA,"$7k+ ","4.77 Stars, based on 7 feedbacks","United Kingdom",NA,4.77,7
"55","Annuity Calculator","https://www.upwork.com/job/Annuity-Calculator_~015bf071f5555617c1/","Intermediate",30,2019-06-13,"SHORT BACKGROUND INFO We create ready-to-use Excel templates and Custom spreadsheet solutions for global markets and market them via our website. We are constantly accepting new teammates who are extremely skilled in Excel and VBA. So, if we like the quality of your work, we will offer many new tasks after this one. To understand the structure of our templates please check our website below. https://www.someka.net/ WHAT IS THIS JOB ABOUT? We need an Annuity Calculator template for our users to calculate their pay out schedule and see their annuity information clearly This job is about creating a generic + unique + Ready-To-Use Invoice Template in Excel and writing a short product description about it. See the attached job brief for more info. IN YOUR PROPOSAL • Please don’t copy-paste your pre-made texts, write a unique application for this job • Simply explain how you are going to do the job • When can you deliver the job • Share a few nice looking samples you have done in Excel INFO • Due to the time-zone issues, we only accept applications from Europe (West + East). (Also, full time freelancers are also preferred for the upcoming jobs as mentioned above) • Please write the keyword in the beginning of your application so that we understand you've read the job description (keyword is in the attachment) Thanks! less","Microsoft Excel",NA,"$8k+ ","4.99 Stars, based on 11 feedbacks","Turkey",NA,4.99,11
"56","Business Intelligence Expert from Serbia","https://www.upwork.com/job/Business-Intelligence-Expert-from-Serbia_~01415e8843d6fc9aad/","Expert",NA,2019-06-13,"ONLY FREELANCERS FROM SERBIA! We search for BI Expert who will help us build the app for one of the clients. We are searching for someone with the following knowledge: • Excellent Knowledge in the Microsoft Data Stack such as SQL Server Database, Analysis Services • Azure Data Factory • Azure Analysis Services • Azure Datawarehouse • Microsoft PowerBI • T-SQL/DAX/MDX/C# .NET/VB .NET • At least 3 years experience We have web application with database per customer. We need to create DW model and use Azure Data Factory to load and transform data from all tables through pipelines and partition DW tables per tenant. Analysis service gets data from DW and allows the user to create Power BI reports (security is important, tenant's user can see only data of his tenant) less",NA,NA,"$1k+ ","5.00 Stars, based on 11 feedbacks","Serbia",NA,5,11
"57","RSI indicator modification for Metatrader 4","https://www.upwork.com/job/RSI-indicator-modification-for-Metatrader_~0118ac8f07f597f320/","Intermediate",50,2019-06-13,"As you may know, the RSI indicator can be used only for mean-reversion trading. It means that if the RSI lower than the average we can buy, if higher than the average we can sell. I like to modify the RSI to be able to do momentum trading. It means ... more","Python, MATLAB, MetaTrader 4 (MT4",NA,"$600+ ","4.25 Stars, based on 15 feedbacks","Hungary",NA,4.25,15
"58","Data Integration Lead (Latvia)","https://www.upwork.com/job/Data-Integration-Lead-Latvia_~01ffaaf6ca3b751d28/","Intermediate",NA,2019-06-13,"We are looking for a highly talented Informatica Power Center Expert Job Summary: This specific role is an Informatica Power Center expert position to drive the data journey of larger automobile manufacturer who started a global initiative in 2016 to build a Solution platform. This is a 4-year project with multiple rollouts across globe and this will be a key position to develop the Operational data store and Data warehouse. This role has a high visibility at management level. Core technical expertise and hand-on experience in DI (Informatica) technologies and Data Modelling will be the pre-requisites Responsibilities: Responsible for translating the functional requirements to meet the specified technical requirements. coding, testing, implementing, debugging and documenting the complex programs Understand the business needs and designs programs and systems that match the complex business requirements and records all the specifications that are involved in the development and coding process. Requirements: Essential Skills: Involve in developing the ETL processes and in designing and preparing the codes that meet the program specifications as well as the client requirements. Involved in the effective implementation of these Informatica programs, tests them, evaluates the requirements, addresses and resolves the issues associated with it Creating proper technical documentation in the work assignments. Involve in testing the ETL modules, plans, deploys, and tests the ETL mappings, etc., to ensure that the clients objectives are met Nice to Have Skills: Domain Knowledge in Manufacturing & Logistics Basic Knowledge of ADOBE Campaign Tool Technical knowledge: Informatica PoweCenter SQL Scripting Oracle SQL Scripting Unix Shell Scripting Location:Latvia/Riga Onsite -4 Month Starting from 10th of July, 2019. less","\Extract, Transform and Load (ETL\, Informatica, Oracle, ",NA,"$500+ ","5.00 Stars, based on 12 feedbacks","Latvia",NA,5,12
"59","Salesforce Einstein analytics development and management","https://www.upwork.com/job/Salesforce-Einstein-analytics-development-and-management_~01937947fcdab18a1f/","Expert",NA,2019-06-13,"We have recently acquired licenses for Salesforce Einstein Analytics, and as ever with software, that is just a blank sheet. So now we need 1-build the analytics suite of tools, reports, dashboards, groups, so we have all information on our business ... more",NA,2,"$200k+ ","4.98 Stars, based on 41 feedbacks","United Kingdom",NA,4.98,41
"60","Urgent- Need someone to help for data analysis (glm and glmer) using R or SPSS.","https://www.upwork.com/job/Urgent-Need-someone-help-for-data-analysis-glm-and-glmer-using-SPSS_~01ef392b6389865a21/","Entrylevel",60,2019-06-13,"I need someone who is familiar and works on R or SPSS, particularly for glm and glmer. But I need the data analysis, interpretation, and the graphics by tomorrow (14. June). Thanks","Microsoft Excel, R",NA,"$400+ ","5.00 Stars, based on 4 feedbacks","Switzerland",NA,5,4
"61","Data Scientist: Retail Demand Forecasting","https://www.upwork.com/job/Data-Scientist-Retail-Demand-Forecasting_~01f38cf805e069445f/","Intermediate",NA,2019-06-13,"Academic qualification in statistics, mathematics or similar field 3-4 years experience in statistical data analysis in R and/or Python Experience in linear, multiple, multilevel, time series, random forest and other non-parametric regressions Abilit ... more",NA,1,"$900k+ ","4.90 Stars, based on 52 feedbacks","South Africa",NA,4.9,52
"62","Survey Results Data Analytics","https://www.upwork.com/job/Survey-Results-Data-Analytics_~0155681e2a891601dc/","Expert",NA,2019-06-13,"Deliverable are several of iterations of charts and graphs of survey results analysis of cross tabulated data. Type of freelancer - Experienced in Survey result data analysis. Project is straight forward for a person with relevant experience. Project team includes a dedicated new company resource to assist and learn. Analysis of Survey Monkey results (350 respondents to 30 questions of various formats). Able to draw insights and observations from survey results. Able to communicate with business leaders to determine additional analysis. Able to work in iterations so as to deepen analysis based on evaluation of previous results. Proficient at teaching usability Survey Monkey. less","Microsoft Excel, Data Analytics, SurveyMonkey",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"63","combining Numerous financial spreadsheets Covering 10 year period into One large database","https://www.upwork.com/job/combining-Numerous-financial-spreadsheets-Covering-year-period-into-One-large-database_~019edf1293eb16820c/","Expert",5000,2019-06-13,"Combining and Analyzing Spreadsheet Financial Data","Microsoft Excel",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"64","Pathway analysis","https://www.upwork.com/job/Pathway-analysis_~01e90b7d0ce6ef8fed/","Intermediate",NA,2019-06-13,"The project involves the characterization of proteins from tissue samples of breast cancer, seeking to characterize the carcinogenesis differences in protein expression between normal and tumor tissue.The protein extracts from these tissue specimens are complex. In an effort to reduce the complexity, the protein extracts were subjected to molecular weight fractionation via electrophoretic separation through the SDS-PAGE material in the tubular environment. All fractions were produced in the liquid phase (GELFREE). The results of such separation are 12 fractions (MW) in the liquid phase for each examined protein extract. Raw data generated by LC-MS/MS-LTQ-Orbitrap Fusion were used to interrogate the identity of protein through PEAKS software V.7.5 using the standard workflow. The parameters used in protein identification were Homo sapiens for the database, trypsin for enzyme, Carbamidomethylation, and Oxidation (M) for fixed. The list of the proteins that have been obtained is attached. I need to do the pathway analysis for those proteins and also do a write-up ( a report on the analysis which includes figures similar to the examples provided). less",NA,NA,"$3k+ ","4.81 Stars, based on 4 feedbacks","Australia",NA,4.81,4
"65","BTC mining services","https://www.upwork.com/job/BTC-mining-services_~014a23e1e4b82350c0/","Expert",NA,2019-06-13,"Someone who has their own crypto mining server set up & has services ready to go. Let me know how successful your set up is & what levels of services you offer. I wish to work with someone who has an excellent track record & can prove it.",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"66","Questions to Primary Scales mapping and Primary Scales mapped to statistical chart types.","https://www.upwork.com/job/Questions-Primary-Scales-mapping-and-Primary-Scales-mapped-statistical-chart-types_~01e02651e00efad0db/","Entrylevel",128,2019-06-13,"We are interested in mapping survey form question types to primary scales and then to map the primary scales to lists of possible statistically valid charts. These survey question types will later present as statistical graphs and reports for the answers/data to those survey questions, based on the Primary Scales. The Brief: Deliverables: 1. question types mapped to primary scales 2. primary scales mapped to report chart types Outcome – once a survey form question has been mapped to the relevant primary scale - a logic process will lead to processing path and result in the correct graphical output (and the report validation) being presented based on the Primary Scales. (ordinal, nominal, interval and ratio). The specifications for the task are contained in the attached spreadsheet. Thank you. less","Mathematics, Statistical Analysis",NA,"$0 ","No feedback yet","Australia",NA,NA,NA
"67","Phython based advance analytics (including Machine Learning) for enterprise Cybersecurity program.","https://www.upwork.com/job/Phython-based-advance-analytics-including-Machine-Learning-for-enterprise-Cybersecurity-program_~01b475c41b90179bee/","Expert",NA,2019-06-12,"Cybersecurity use case focusing on behavior analytics. A detailed use case will be provided. Sample datasets maybe provided but will require you to build out more datasets as necessary. Requires excellent data ontology skill and Phython code development to analyze. Machine learning component as part of the Phython code to deliver the better outcome is a big plus. Final deliverables include: 1) Tested Phython code implementing the provided functional use case 2) Datasets used 3) Documentation and good comments within the code. Our team: https://www.talisai.com/#who-we-are less","Google Analytics, Python",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"68","Face & Plate-number identification System","https://www.upwork.com/job/Face-amp-Plate-number-identification-System_~013089e59c755f72e8/","Intermediate",500,2019-06-12,"C# code for face recognition in real time I Need a simple software that would take input from a camera (cctv) and match face with existing images in the database. It should be 100% offline. Cameras may be placed at different remote locations. Once turn on, it will pop up in the monitoring windows. Recognition can be via vpn or IP 1- Frontend should in WPF or WinForm 2- Database should be in SQL server Rgds Oche less",NA,NA,"$1k ","No feedback yet","Nigeria",NA,NA,NA
"69","Need help in Stochastic Frontier Analysis in R / Stata","https://www.upwork.com/job/Need-help-Stochastic-Frontier-Analysis-Stata_~012711cb864245fedd/","Intermediate",NA,2019-06-12,"Hello, In the context of a study to analyse the efficiency of cities, I am faced with two problems. Using stochastic frontier analysis in R I suspect an overfitting problem. There are 4 to 8 models where the error term Gamma is displayed very close to 1. I need support in the amount of data, how to solve the overfitting problem on the one hand and how to bring the gamma value into an acceptable range on the other hand. This requires expert knowledge. More details can also be explained via a Skype call. Best regards Guten Tag, im Rahmen einer Studie zur Analyse der Effizienz von Städten stehe ich vor zwei Problemen. Bei der Verwendung der stochastischen Frontier Analyse in R vermute ich ein Overfitting-Problem. Es sind hierbei 4 bis 8 Modellen, bei denen überwiegend der Fehlerterm Gamma sehr nahe bei 1 angezeigt wird. Ich benötige Unterstützung in der Datenmenge, wie ich einerseits das Overfitting-Problem lösen kann und andererseits den Gammawert in einen annehmbaren Bereich bringe. Hierbei ist Expertenwissen gefragt. Genauere Details können auch per Skype-Gespräch erläutert werden. Viele Grüße less","R",NA,"$0 ","No feedback yet","Germany",NA,NA,NA
"70","Data Analytics","https://www.upwork.com/job/Data-Analytics_~014e870a8d27a6608d/","Expert",NA,2019-06-12,"I have an anonymized data set from an employee engagement survey. I will provide an Excel spreadsheet with employee demographics and their responses to several engagement questions, you will provide insight such as the correlation between employees who say they they are satisfied with their work and their satisfaction level with their manager. I'm looking for pro, insightful work that makes me go ""wow"" and can help me tell a story where we can make changes to have the biggest impact to employee engagement. To tell the story I will need you to provide visuals (charts, graphs), the summary data to back up your findings. (Tip: I strongly believe that employees who feel they have a high ownership of their work tend to be overall more satisfied at work). The freelancer tackling this juicy project will have experience with seeing employee engagement data so I don't have to spend much time explaining what they're looking at. less","IBM SPSS, R, SAS, Python",NA,"$0 ","No feedback yet","Canada",NA,NA,NA
"71","Help us with Google and Google Analytics!","https://www.upwork.com/job/Help-with-Google-and-Google-Analytics_~018b96b3e7e8e02734/","Intermediate",NA,2019-06-12,"1. Help us understand where our traffic was/is coming from. 2. Help us make sure that our analytics are set up the correct way 3. Offer any suggestions for improvements to SEO","Google Analytics",NA,"$4k+ ","4.99 Stars, based on 7 feedbacks","United States",NA,4.99,7
"72","Simple quantitative analysis of data for a paper","https://www.upwork.com/job/Simple-quantitative-analysis-data-for-paper_~01385c57fdc3a6b8fc/","Intermediate",100,2019-06-12,"I'm looking for someone that can advise me on, and do the quantitative part of my paper. I have already collected data in excel (CSV or Json) and need help with what statistical models I can use to answer my research question. You should be able to do the work, and walk me through the process and results. Overall it will not be very challenging for someone with some experience in this field, but would be of great help to me. Preferably SPSS/Stata less","IBM SPSS, Microsoft Excel, Stata",NA,"$0 ","No feedback yet","",NA,NA,NA
"73","Google Analytics Analysis Project","https://www.upwork.com/job/Google-Analytics-Analysis-Project_~013e9451cd14b4771f/","Intermediate",1500,2019-06-12,"Hi, We are an online e-commerce company and we have a lot of Google analytics data on our users, but we don't have anyone who can analyze it and tell us trends and insights on it. We are looking for someone to do an analysis of the data and tell us ... more","Google AdWords",NA,"$9k+ ","4.60 Stars, based on 8 feedbacks","United States",NA,4.6,8
"74","Google Forms, Google Sheets, Automation, Reporting and Analytics Dashboard","https://www.upwork.com/job/Google-Forms-Google-Sheets-Automation-Reporting-and-Analytics-Dashboard_~017014ded21a82c52f/","Intermediate",NA,2019-06-12,"Google Suite Workflow Designer POSITION SUMMARY: Develop our company's customer on-boarding and repair sites from layout to production, striving to create visually appealing sites that feature user-friendly design and clear navigation and promotes the K-12 Tech brand. Collaborate with our company's teams to ensure the digital design is integrated within the overall employment brand and vision of our members/customers. Focused primarily streamlining and automating all phases of G Suite in order to have a fully customized developed solution for employees and clients. DESCRIPTION: Develop and update our company's customer on-boarding and repairs sites; advocates for digital design and technology capabilities; collaborates with National Relations and Operations Directors to ensure digital design falls within project scope, feasibility, and delivery potential to ultimately ensure customer satisfaction. Rebrand design, and develop our company's on-boarding and repair sites. Create the vision of K-12 Tech on-boarding and repair site rebrands to ensure customer and employee satisfaction. Provide development and design for new products and templates; present concepts and designs to internal sales and operations Directors. Maintain style guides, ensure consistency of all branded materials. Manage workflow and Google Forms to Custom Reporting for Operations Director. Set up Google Analytics for our company's site inventory. less","Administrative Support, Marketing, Microsoft Excel, Website Development",NA,"$10k+ ","4.26 Stars, based on 14 feedbacks","United States",NA,4.26,14
"75","Format Survey, Questionnaire and Observation Form","https://www.upwork.com/job/Format-Survey-Questionnaire-and-Observation-Form_~010f5159894bfae651/","Intermediate",25,2019-06-12,"Looking for freelancer with experience preparing, formatting and editing surveys, questionnaires and overt observation forms. Freelancer must be able to make two-color professional looking instruments. Final product will be distributed to volunteer ... more","Data Entry, Writing",NA,"$1k+ ","4.86 Stars, based on 14 feedbacks","United States",NA,4.86,14
"76","Google ads","https://www.upwork.com/job/Google-ads_~015a60e797e5c99136/","Intermediate",50,2019-06-12,"MUST READ and get FAMILIAR WITH Google ads grants POLICY 1. We need someone to skilled in working with Google Ads, Ad Marketing, running ads, placing ads, keywords, relevant geo-targeting, etc. 2. Help fix and set up ads with keywords optimizing an existing campaign we have 3. Make ads run very well, increase clicks, impressions, lower CPC 4. Get our account back up and running fixing everything that needs to be fixed so our account is in good standing (When you log in you'll see what needs to be done) less",NA,NA,"$3k+ ","4.80 Stars, based on 31 feedbacks","United States",NA,4.8,31
"77","VBA Assignment","https://www.upwork.com/job/VBA-Assignment_~01f5eaa6d63b953d65/","Intermediate",30,2019-06-12,"Will require pulling datas from multiple sheet. Automating of forms. Utilizing macros for automating entries in multiple forms","Microsoft Excel",NA,"$0 ","No feedback yet","United Arab Emirates",NA,NA,NA
"78","Data Analytics","https://www.upwork.com/job/Data-Analytics_~019001040c7c21d929/","Intermediate",NA,2019-06-12,"Seeking applications for a Quantitative Analyst to support a BSA/AML Compliance Department in a variety of activities related to the design, maintenance, and optimization of compliance models. The models include AML transaction monitoring, sanctions filtering, and customer risk. Level to be determined by experience and educational background. Desired skills (Required): • Strong foundation in statistical methods (e.g. econometrics, sampling) and statistical reasoning • Strong programming skills in R and/or Python, and SQL • Demonstrable ability in the application of analytics to problem solving, from issue identification and problem definition to analytics exploration/solution through to management reporting • Ability to present complex quantitative issues to management and other stakeholders in clear, non-technical terms, both written and oral Subject matter experience (Strongly Desired): • Familiarity with AML transaction monitoring, sanctions filtering, and customer risk models • Familiarity with model validation concepts and applications Educational requirement (Advanced degrees preferred) • Degree in economics, statistics, data science, quantitative methods less","R, SAS, Python, Statistical Analysis",3,"$0 ","No feedback yet","United States",NA,NA,NA
"79","Data Scientist","https://www.upwork.com/job/Data-Scientist_~01c4b2af7e90369606/","Intermediate",NA,2019-06-12,"Looking for a Data Scientist for part or full-time role. Strong experience in the following: - developing algorithms - statistical analysis - python skills - preferred math background any experience in the following a plus: - GraphDB - machine le ... more","Python",NA,"$100k+ ","4.94 Stars, based on 147 feedbacks","United States",NA,4.94,147
"80","Bioinformatic Analysis of 10xscRNA seq data (expression and TCRa/b) from murine tissues.","https://www.upwork.com/job/Bioinformatic-Analysis-10xscRNA-seq-data-expression-and-TCRa-from-murine-tissues_~01cf69f7fc3a1f6c5f/","Intermediate",NA,2019-06-12,"My laboratory has been doing (and continues to) generate 10xGenomics data from murine cancer models, looking at the effects of different immunotherapies. We have been moving slowly through the data and are looking for some talented bioinformaticians to help us to analyze and visualize the datasets. Happy to discuss if interested... less",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"81","Zoho Analyst","https://www.upwork.com/job/Zoho-Analyst_~019bf62697525c203d/","Intermediate",NA,2019-06-12,"Looking for an analyst with Zoho experience to work on a contracted basis depending on the project. Analysts will be expected to work on a case-by-case basis, with weekly hours varying depending on the requirements. This is a contracted position that can be ongoing depending on your availability and desired number of work hours. Zoho experience and familiarity is required for this position. Showing past work or a portfolio of Zoho work is preferred and highly encouraged to be considered for the position. less",NA,NA,"$6k+ ","5.00 Stars, based on 3 feedbacks","United States",NA,5,3
"82","Tariff chart replication","https://www.upwork.com/job/Tariff-chart-replication_~0154a338b762af1fca/","Intermediate",150,2019-06-12,"Hi..I need to replicate a chart showing average import tariff shown here: https://libertystreeteconomics.newyorkfed.org/2019/01/the-impact-of-import-tariffs-on-us-domestic-prices.html As mentioned in the article, avg import tariff is calculated by averaging across countries and Harmonized Tariff Schedule (HTS) product codes using 2017 import weights. The 2017 import values by each 8 digit hts code and country is available from here: dataweb.usitc.gov The annual tariff files for 2018 and 2019 are available from here: https://dataweb.usitc.gov/tariff/annual I can send you the import values of hts code by country and the tariff files. Please apply if you are familiar with statistical and econometric analysis in Python. More details to be shared later. less","Econometrics, Trade Law",NA,"$4k+ ","4.56 Stars, based on 9 feedbacks","United States",NA,4.56,9
"83","Hotel Pricing Algorithm","https://www.upwork.com/job/Hotel-Pricing-Algorithm_~018191e239d8e426c6/","Expert",NA,2019-06-12,"We are looking for an individual with expertise in developing a rate recommendation model for Hotel rooms based on market demand and historical transaction data. A hotel pricing algorithm processes complex data like occupancy rate, competitor pricing, room types, seasonal aspects like demand forecasting, historical data, lead time (the difference between arrival date and booking date), booking cancellation rates, special events, nearby events and more. less",NA,NA,"$50k+ ","4.61 Stars, based on 17 feedbacks","United States",NA,4.61,17
"84","Data Analyst","https://www.upwork.com/job/Data-Analyst_~012f367aedfa7e4239/","Intermediate",NA,2019-06-12,"Looking for a data analyst to work on a contracted basis. This project will be case-by-case, with hours per week changing depending on the requirements. If desired, this position can be ongoing depending on availability and desired number of work ... more","Python",NA,"$6k+ ","5.00 Stars, based on 3 feedbacks","United States",NA,5,3
"85","E-commerce Analytics Report","https://www.upwork.com/job/commerce-Analytics-Report_~016a45b98b883150a3/","Expert",NA,2019-06-12,"We are looking for someone with a data science degree that is looking to earn some extra income. The project would delve into our google analytics report and search for possible weaknesses in our sales funnel. The scope would include all of our digital platforms including websites and referral channels. Here are some bullets: - Interpret Traffic - Identify Entry Points - Identify Exit Points - Highlight insights on why (interpreting page structure and key elements) - Provide recommendations based on fact, best practices and case studies on what we should be focused on correcting now. We will only accept applications from persons with the following qualifications: - Data Science Degree - History of E-commerce We are open to agency work. less","Google Analytics",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"86","Data Architect, Data Modeling and ETL","https://www.upwork.com/job/Data-Architect-Data-Modeling-and-ETL_~011ee21277c1e7d64e/","Entrylevel",NA,2019-06-12,"Data model and ETL redesign. Redesign of sales analytics Engine to suite to current changes and additions to the functionality",NA,NA,"$50+ ","No feedback yet","United States",NA,NA,NA
"87","drone survey: photoscan point cloud, level curves, and georeferencing","https://www.upwork.com/job/drone-survey-photoscan-point-cloud-level-curves-and-georeferencing_~01ee456cf73721b235/","Intermediate",150,2019-06-12,"Hi guy, I'll provide you image drone survey of 130 ha terrain with +-10 meter mixed slope, and gps coordinates point on terrain. I have to compute in Photoscan high quality point cloud and georeferencing it. You have to extract z section of terrain ... more",NA,2,"$3k+ ","4.92 Stars, based on 25 feedbacks","Italy",NA,4.92,25
"88","Big Data Engineer (Scala, Spark, Hadoop stack).","https://www.upwork.com/job/Big-Data-Engineer-Scala-Spark-Hadoop-stack_~01f1406555dbcb8740/","Expert",NA,2019-06-12,"You will be working in our Data Engineering team as a BigData Engineer. Here you’ll have a once in a lifetime opportunity to be a key part of designing and building our next core data platforms. As a BigData Engineer you will develop, maintain, te ... more",NA,4,"$6k+ ","3.94 Stars, based on 6 feedbacks","Denmark",NA,3.94,6
"89","Bluekai / Oracle DMP expert","https://www.upwork.com/job/Bluekai-Oracle-DMP-expert_~013e01a8348605260e/","Intermediate",NA,2019-06-12,"We need assistance from someone who knows Bluekai / Oracle DMP. Both in how to setup and use the system, but preferably also someone that knows the APIs.",NA,NA,"$6k+ ","3.94 Stars, based on 6 feedbacks","Denmark",NA,3.94,6
"90","Data scientist explain PDF, CDF, and inverse CDF","https://www.upwork.com/job/Data-scientist-explain-PDF-CDF-and-inverse-CDF_~0197871ebac2093404/","Expert",350,2019-06-12,"Looking for a data scientist or statistician that would enjoy writing articles to explain PDF, CDF and inverse CDF functions and their role in data science. The articles should allow beginners to understand and should provide graphics and code examp ... more","Data Analytics, Data Science, Mathematics, Python, ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"91","Ongoing Analytics & Reporting (SiteCatlyst, Tableau and Google Analytics)","https://www.upwork.com/job/Ongoing-Analytics-amp-Reporting-SiteCatlyst-Tableau-and-Google-Analytics_~016611af2f9317d467/","Intermediate",NA,2019-06-12,"I'm looking to find someone to work with on a contractual basis for our analytics and reporting needs. Our two main platforms are SiteCatalyst (Omniture and Adobe Marketing Suite), Tableau, and Google Analytics.","Google Analytics, Adobe Analytics, Analytics, Tableau Software",NA,"$400k+ ","4.99 Stars, based on 19 feedbacks","Hong Kong",NA,4.99,19
"92","Mixpanel or Amplitude Specialist","https://www.upwork.com/job/Mixpanel-Amplitude-Specialist_~011d0156f55131e156/","Expert",NA,2019-06-12,"Looking for experience MIXPANEL or AMPLITUDE specialist to help work with my App developers to set up the necessary steps to getting access to all data points for my app. Please leave me a message of how you have used either of these platforms befo ... more",NA,NA,"$10k+ ","5.00 Stars, based on 18 feedbacks","New Zealand",NA,5,18
"93","Collect information about blockchain companies.","https://www.upwork.com/job/Collect-information-about-blockchain-companies_~01959f2a00faf40475/","Entrylevel",NA,2019-06-12,"We need to scrape information about blockchain company for research.",NA,NA,"$300+ ","5.00 Stars, based on 3 feedbacks","Ukraine",NA,5,3
"94","2001 Statistics and Data 4g7t9e6d0b9n","https://www.upwork.com/job/2001-Statistics-and-Data-4g7t9e6d0b9n_~01a4c5c0832c84e83f/","Intermediate",50,2019-06-12,"Need Your help with Data Analysis in R and Statistic Methods","R",NA,"$600k+ ","4.81 Stars, based on 3668 feedbacks","Estonia",NA,4.81,3668
"95","Get Python script working in Tableau Desktop","https://www.upwork.com/job/Get-Python-script-working-Tableau-Desktop_~01224a97fc682c1e7a/","Intermediate",100,2019-06-12,"Need to get following things done: * Help in connecting Python script with Tableau Desktop and Tableau Server * Once connected, test if the algorithm is working * If the algorithm does not work then help us debug the error and modify the script to get it working on Tableau less","Python, Tableau Software",NA,"$2k+ ","No feedback yet","India",NA,NA,NA
"96","Looking for Data Science / Machine Learning Mentor","https://www.upwork.com/job/Looking-for-Data-Science-Machine-Learning-Mentor_~016c5f018bebd05943/","Expert",NA,2019-06-12,"Hi I'm about to start looking for new job opportunities and would need a data science/ML mentor to help me: - Build a portfolio - Write articles - Regular coaching - Mockup Interviews Experts with predictive marketing knowledge are preferred.","Python, Data Analytics, Data Science, Machine Learning,  ",NA,"$3k+ ","4.88 Stars, based on 58 feedbacks","France",NA,4.88,58
"97","Implementation of Google Tag manager and Goals in Analytics - Wordpress multisite","https://www.upwork.com/job/Implementation-Google-Tag-manager-and-Goals-Analytics-Wordpress-multisite_~0191be4a14b0cf3443/","Expert",NA,2019-06-12,"I need help with implementing goals in google analytics across my wordpress multisite (available in 22 languages). I want to track all clicks going go my /go/ folder used for outbound linking to my partner sites. If you have suggestion what more information I can collect and track I'm happy to get such suggestions too. less","Google Analytics",NA,"$1k+ ","4.85 Stars, based on 4 feedbacks","Sweden",NA,4.85,4
