"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"327","Data Analyst for Short Data Analysis Project","https://www.upwork.com/job/Data-Analyst-for-Short-Data-Analysis-Project_~010d1582ebe02036dc/","Expert",NA,2019-06-16,"I have a file with 2000 rows of data measuring employee performance. The data set has 13 variables (2 are binary, the rest are qualitative so require dummy variables). You need to run regressions (either in excel or using a quantitative package) to analyze the data and answer a set of questions. less","Microsoft Excel, R",NA,"$1k+ ","5.00 Stars, based on 2 feedbacks","United States",NA,5,2
"328","Developer needed for Fintech startup, exp in trading systems, risk and behavioral analytics.","https://www.upwork.com/job/Developer-needed-for-Fintech-startup-exp-trading-systems-risk-and-behavioral-analytics_~01202e7842c19cbce6/","Expert",NA,2019-06-16,"A large majority of individual (non professional) active / day traders fail. They fail due to emotional decision making and bad risk management. HERO (human emotion risk optimization) aims to utilize behavioral analytics for optimal personal account risk management, and thereby enhance traders' performance. The Hero risk management platform is to be developed alongside our brokers trading platform, accessing trading data via API Fix protocol. Trading data will pass through the Hero App, and based on a set of dynamic rules, will help the trader yeild greater returns on capital. Business model is based on using our proprietary tech to be our own best customer. We will employ our own traders to generate alpha. We have recently run a trial run with 5 traders to test our assumptions. About me: I am an experienced Trader (active/day) trading across multiple asset classes (stocks/equities, commodities /index futures, fx) as part of a few company setups/strategies, with over 10 years direct experience. I currently work in complaince risk management at Citigroup in New York. My academic background is BA Economics and Math from NYU. I have also previously worked in social impact investing with a large private equity firm in Asia. I am looking to speak with potential candidates to partner with who have an interest and/or experience in data analytics and financial markets/trading. less",NA,NA,"$100+ ","5.00 Stars, based on 2 feedbacks","United Kingdom",NA,5,2
"329","Zoho Reports and Data Analysis","https://www.upwork.com/job/Zoho-Reports-and-Data-Analysis_~01ba5b750621c374c6/","Intermediate",NA,2019-06-16,"We are looking for someone to work with us to configure and setup Zoho reports. We have a project where Zoho reports have access to all of the database and we want to build reports and do data analysis.","Analysis, Analytics, Data Analytics, Data analytics,   ",NA,"$100k+ ","4.85 Stars, based on 220 feedbacks","Lebanon",NA,4.85,220
"330","Data analyst for Mobile Game! BI expert with strong in SQL skills (Long Term Contract)","https://www.upwork.com/job/Data-analyst-for-Mobile-Game-expert-with-strong-SQL-skills-Long-Term-Contract_~01ef2e8e206c494d3d/","Intermediate",NA,2019-06-16,"Your Role As part of a lean startup and the first team member responsible for data and BI, you need to be a ""jack of all trades"" and willing to learn quickly, take on responsibility and multiple functions. The primary role we are looking for is as ... more","SQL",NA,"$1M+ ","4.94 Stars, based on 93 feedbacks","Israel",NA,4.94,93
"331","Salesforce Einstein analytics development and management","https://www.upwork.com/job/Salesforce-Einstein-analytics-development-and-management_~01937947fcdab18a1f/","Expert",NA,2019-06-16,"We have recently acquired licenses for Salesforce Einstein Analytics, and as ever with software, that is just a blank sheet. So now we need 1-build the analytics suite of tools, reports, dashboards, groups, so we have all information on our business ... more",NA,2,"$200k+ ","4.98 Stars, based on 42 feedbacks","United Kingdom",NA,4.98,42
"332","Statistician needed for assistance with medical research project","https://www.upwork.com/job/Statistician-needed-for-assistance-with-medical-research-project_~01f6457c030e1ccdd1/","Intermediate",NA,2019-06-16,"Looking a someone who is experienced in data analysis for biological research to assist with correlation analysis for a research project","IBM SPSS, R",NA,"$0 ","No feedback yet","Australia",NA,NA,NA
"333","Stats analysis","https://www.upwork.com/job/Stats-analysis_~01ff267e7bdc39bf81/","Intermediate",50,2019-06-16,"I am a student and I have done a fatigue test to 25 pieces (3 different brands) with 2 different angulations. I have a table in SPSS 25x10 and I need to do the statistical tests to see the differences between the brands and between the angulations","IBM SPSS",NA,"$50 ","5.00 Stars, based on 1 feedback","Portugal",NA,5,1
"334","Database Analysis using ""R-Studio"" for Stats, and a presentation with conclusions on the analysis.","https://www.upwork.com/job/Database-Analysis-using-quot-Studio-quot-for-Stats-and-presentation-with-conclusions-the-analysis_~01113f9bf4cd99c1a4/","Entrylevel",20,2019-06-16,"I am looking for a student, that knows the basic concepts of a Intro to Statistics course, as well as knows how to use the computer software ""R-Studio"". The project has to be a presentation regarding ""Inequality in Public Health in both the USA and in England"". Eurostat, INE or any other statics institute's website, could be useful. 1. The final presentation should describe where the data comes from, why is it important, as well as what were the means in order to get the data. 2. Using R, obtain all relevant statistical information you can think of, such as central tendency measurements, variability, plots, hypothesis testing... 3. Analyze and interpret results. less","R",NA,"$200+ ","5.00 Stars, based on 3 feedbacks","United States",NA,5,3
"335","Identify free open-source dashboard and implement across two web sites (with a common data base).","https://www.upwork.com/job/Identify-free-open-source-dashboard-and-implement-across-two-web-sites-with-common-data-base_~01d49964531b0458e3/","Intermediate",50,2019-06-16,"See attached file. Require development of dashboard for reporting purposes.",NA,NA,"$200 ","5.00 Stars, based on 2 feedbacks","South Africa",NA,5,2
"336","Excel / Data Manipulation expert","https://www.upwork.com/job/Excel-Data-Manipulation-expert_~0192c0caa979a02e66/","Entrylevel",NA,2019-06-16,"Looking for a Data / Excel expert for large E-commerce data file optimisation. Filtering , editing and manipulating large sets of product data ( 100k + Line items) and submission / formatting the data feeds. This is for an expert level data / analytics / data optimisation expert with experience in eCommerce. Immediate project. Potential for long term work less","Microsoft Excel, R, SAS",NA,"$1M+ ","4.51 Stars, based on 293 feedbacks","Malaysia",NA,4.51,293
"337","Mode Analytics Data Scientist & Dashboard Creator","https://www.upwork.com/job/Mode-Analytics-Data-Scientist-amp-Dashboard-Creator_~010a9ab9209172e51e/","Expert",NA,2019-06-16,"I am looking for a data scientist who knows ""Mode Analytics"" https://mode.com/, Mode is a data analysis platform that combines a powerful, web-based SQL editor with charting and sharing tools. Connect your database and run, save, and create real-time dashboards. https://mode.com/reports/ I need to create category reports and dashboards for my Ecommerce Fashion and Beauty Brands. Right now, i am pulling everything manually and I need MODE to help me get the dashboards created. I have everything in excel and know the dashboards and the visualization that I want to create for my clients. I need someone who knows MODE, SQL and Python to create the dashboards and reporting that I want for my clients in MODE analytics. I have wireframes for the categories: High level sales Customers Products Paid Channels I need to have all of my dashboards created by July 31st. less","Google Analytics, Microsoft Excel, Python,   ",NA,"$6k+ ","5.00 Stars, based on 5 feedbacks","United States",NA,5,5
"338","Schedules Matching algorithm","https://www.upwork.com/job/Schedules-Matching-algorithm_~0123b0e86a5ef1d07e/","Expert",NA,2019-06-15,"Is there any app that can buy and sell time and able to match? For example, B ( Business) is looking for someone to work for him from 9-5 with particular requirements. The C (Candidate) met all the requirements ( Skill sets) but can only work from ... more",NA,NA,"$1k+ ","No feedback yet","United States",NA,NA,NA
"339","multidimensional cube design with strong MDX expertises.","https://www.upwork.com/job/multidimensional-cube-design-with-strong-MDX-expertises_~01a96cd262d93e784e/","Expert",NA,2019-06-15,"Strong background with SSAS multidimensional cube design, mdx queries and row level security on cube. I need help to resolve issues on my existing project. Experience on inventory and order management is preferred.",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"340","Algorithmic Trading","https://www.upwork.com/job/Algorithmic-Trading_~018ce8a4522a2a3252/","Intermediate",NA,2019-06-15,"Need a developer who will explain how to make formulas for Algorithmic Trading",NA,NA,"$60k+ ","4.80 Stars, based on 52 feedbacks","Netherlands",NA,4.8,52
"341","Review Genome analysis chapter","https://www.upwork.com/job/Review-Genome-analysis-chapter_~01655f2fea88de6e17/","Expert",NA,2019-06-15,"Need Review, editing and proofreading for Genome analysis chapter",NA,NA,"$6k+ ","5.00 Stars, based on 5 feedbacks","Australia",NA,5,5
"342","2001 Data analysis in Nvivo 4s8d0f4g3h7a","https://www.upwork.com/job/2001-Data-analysis-Nvivo-4s8d0f4g3h7a_~01ef82399f0d6fea5f/","Intermediate",100,2019-06-15,"I have some data collected and I need it analyzed. Please, contact me to discuss all the details",NA,NA,"$600k+ ","4.81 Stars, based on 3688 feedbacks","Estonia",NA,4.81,3688
"343","MD Radiologist","https://www.upwork.com/job/Radiologist_~01eb952258565d76ba/","Entrylevel",2750,2019-06-15,"looking MD radiology work place chennai, for overseas client working ours 4 - 8 hrs per day.",NA,5,"$0 ","No feedback yet","India",NA,NA,NA
"344","create a new credit score program in python based on credit modeling by FICO","https://www.upwork.com/job/create-new-credit-score-program-python-based-credit-modeling-FICO_~01b38c9f4cda5cffa6/","Intermediate",NA,2019-06-15,"Create a new credit score program in python based on FICO credit modeling. - here are examples we want to create https://blogs.sas.com/content/subconsciousmusings/2019/01/18/building-credit-scorecards-using-statistical-methods-and-business-logic/?fbclid=IwAR0TLcdW181uBpe0e-inQ9sLtXDDD6AP830ZTIm0RNOu1lVZ09to_5DS_qc https://github.com/rorodata/credit-scoring-demo https://github.com/IdoZehori/Credit_Score/blob/master/Credit%20score.ipynb We want to integrate it with our project in javascript and node.js less","Python",NA,"$0 ","No feedback yet","United Arab Emirates",NA,NA,NA
"345","nvivo anlysis","https://www.upwork.com/job/nvivo-anlysis_~01b67bbd9984ab15e5/","Intermediate",NA,2019-06-15,"I want to do Nvivo analysis with 8interviews. I want to know the price and what can you do with the data.",NA,NA,"$200 ","5.00 Stars, based on 1 feedback","Australia",NA,5,1
"346","Scrape website and put information into SQL database","https://www.upwork.com/job/Scrape-website-and-put-information-into-SQL-database_~013e47c57e3f12405c/","Intermediate",NA,2019-06-15,"Scrape website, some pages javascript. Must have advanced scraping software.",NA,NA,"$400k+ ","4.95 Stars, based on 119 feedbacks","United States",NA,4.95,119
"347","Need Training to set up Dashboards using Power Bi","https://www.upwork.com/job/Need-Training-set-Dashboards-using-Power_~0120b7e86b17dd7d3e/","Intermediate",NA,2019-06-15,"Provide Training and support to improve current dashboard of information setup on Power Bi linked to csv files which are taken from Netsuite application. Currently we extract twoexcel files of data one via a web query and the other via a manual uploa ... more",NA,NA,"$0 ","No feedback yet","Australia",NA,NA,NA
"348","Data Scientist (Work from Home) Skills = R, Python, SQL, Tableau","https://www.upwork.com/job/Data-Scientist-Work-from-Home-Skills-Python-SQL-Tableau_~01948075e585011a93/","Expert",1000,2019-06-15,"Perform data clean up, data mining and use various machine learning techniques and build a model using R and Python programs. Some responsibilities include creating dashboards using tableau. Open to use new techniques and programs to perform the job. Successful person will be very familiar with R, Python, SQL & Tableau. Regression, Feature Engineering, Clustering, Anomaly detection, Supervised/Unsupervised learning US$1000/month work from Home. less","R, Python",NA,"$900 ","5.00 Stars, based on 1 feedback","United States",NA,5,1
"349","Classify comments to positive or negative","https://www.upwork.com/job/Classify-comments-positive-negative_~01ce42fb364e1df797/","Entrylevel",150,2019-06-15,"Hello, I have 6677 comments from Facebook in Algerian Dialect I need Algerian (who understand Algerian Dialect for sure) to classify these comment to positive, negative or natural such that he classifies 500 comments each day, the 200 comments will be send it to him daily. Regards, Jewel less","Algerian Arabic - Algeria",2,"$0 ","No feedback yet","Saudi Arabia",NA,NA,NA
"350","Analysis Methodology and Report Main Areas","https://www.upwork.com/job/Analysis-Methodology-and-Report-Main-Areas_~01ef578c78103303c4/","Expert",20,2019-06-15,"I have a survey and I want a statistician to put only the methodology of the Analysis what methods to be used and how the data will be reported (summary of main areas of the report to be included) - The survey is available - No Analysis and report at this stage is needed less","IBM SPSS",NA,"$100+ ","4.99 Stars, based on 2 feedbacks","United Arab Emirates",NA,4.99,2
"351","Klipfolio Expert Required for Help With Advertising Technology Dashboard","https://www.upwork.com/job/Klipfolio-Expert-Required-for-Help-With-Advertising-Technology-Dashboard_~013fe45eacfaf5055c/","Expert",NA,2019-06-15,"We ingest data for a media agency, producing 24+ dashboards on Klipfolio that report their campaign results. We are having a challenge with Klipfolio's slicing commands correctly slicing, and then displaying, correct results for different marketing channels (Audio, Video, Display, etc.). Please provide links to Klipfolio dashboards you have successfully launched. As well as your experience in the advertising technology or media space. We require a very fast turnaround so this expertise is invaluable in successful completion of the project. Successful completion of this project will lead to further work if you desire. less",NA,NA,"$10k+ ","4.54 Stars, based on 5 feedbacks","Canada",NA,4.54,5
"352","Database project for handling large number of leads","https://www.upwork.com/job/Database-project-for-handling-large-number-leads_~01b24be59d87a9c252/","Expert",1500,2019-06-14,"Currently, we are doing the tracking below in Excel spreadsheets, but now that we have a couple of million data leads, Excel is breaking down. We are looking for you to suggest a simple and cost-effective database solution, and design the lead track ... more",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"353","Business Analytics. Data Analytics, Business Inteliggence","https://www.upwork.com/job/Business-Analytics-Data-Analytics-Business-Inteliggence_~01e3eb33079cf1b05f/","Expert",300,2019-06-14,"Business Analytics and Business Prediction Methods. Business Intelligence and Analytics. Analyze a business case using the BAI stack model. data collection, warehousing, and distribution infrastructures. Define and describe Data Warehousing, Data Marts, Hadoop, and MDM. Identify the components of the data extraction, transformation, and loading process. Identify analytic techniques to address business challenges. Apply descriptive, predictive, and prescriptive analytic techniques to appropriate business challenges. Describe the characteristics of presenting intelligence and analytic results. Visualization skills in completing business analytic projects. less","Microsoft Excel, R, SAS",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"354","MONTE CARLO simulation in Excel","https://www.upwork.com/job/MONTE-CARLO-simulation-Excel_~01cc1d3ec1d3deb4ff/","Entrylevel",NA,2019-06-14,"I am in need of someone who can educate me on how to use Monte Carlo simulation for my back tested trading results. I would also need this person to create an excel worksheet to perform the testing. My knowledge of monte carlo is basic so it would be helpful if you are able to explain the concept in simple english. Thank you less","Microsoft Excel",NA,"$600+ ","5.00 Stars, based on 6 feedbacks","United States",NA,5,6
"355","Map overlays","https://www.upwork.com/job/Map-overlays_~0168e861cb6eb0ab0f/","Intermediate",300,2019-06-14,"I want someone to create a single map that incorporates and overlays the following maps: 1. https://www.policymap.com/widget?sid=6779&wkey=ZI8UCDVFHCAUH8QRWXA8EOVNMW7KEEVN 2. AT&T – http://goo.gl/ufIlwz 3. Sprint – http://goo.gl/V65UE0 4. T-Mobile – http://goo.gl/mx4hlO 5. Verizon – http://goo.gl/yWD7bs(Scroll down once you go to this page) less",NA,NA,"$1k+ ","4.92 Stars, based on 12 feedbacks","United States",NA,4.92,12
"356","data process and analytics project","https://www.upwork.com/job/data-process-and-analytics-project_~014cc888dd6f04f32b/","Entrylevel",NA,2019-06-14,"Given data trace files, use software to load files and analyze results (partial manually). Input the results into .csv or .excel files. Should work independently and remotely",NA,2,"$70k+ ","4.92 Stars, based on 44 feedbacks","United States",NA,4.92,44
"357","Reporting & Data Analytics for Ads (Facebook/IG/Google/Google Analytics)","https://www.upwork.com/job/Reporting-amp-Data-Analytics-for-Ads-Facebook-Google-Google-Analytics_~01d16b6d6cfb93cad4/","Entrylevel",NA,2019-06-14,"Looking for someone who is proficient in navigating Facebook Ads Manger and Google Analytics to populate a Google Sheet with chosen metrics every week for reporting purposes.","Facebook Ads, Google Analytics, Goolge AdWords",NA,"$50k+ ","4.98 Stars, based on 58 feedbacks","United States",NA,4.98,58
"358","Consolidate all spreadsheets in one","https://www.upwork.com/job/Consolidate-all-spreadsheets-one_~0146416550b72b5897/","Expert",5,2019-06-14,"Dear, I would like to bring, in a single spread sheet, the information from this zip file attached. I need your help in merging the files by slum_id, household_id, and person_id and so on (read the pdf file for all links. I would like to hire you t ... more",NA,NA,"$90+ ","5.00 Stars, based on 3 feedbacks","United States",NA,5,3
"359","Data Scientist needed to develop solution around Speech Recognition and NLP","https://www.upwork.com/job/Data-Scientist-needed-develop-solution-around-Speech-Recognition-and-NLP_~01eb40c1f6f33c3980/","Intermediate",NA,2019-06-14,"We need an efficient and agile contractor junior data scientist interested in taking up challenging business problem and building research backed solutions quickly. The position requires a problem-solving mindset with a command on using speech recognition and natural language processing. Role Requirements: - 2 to 3 years - Experience with following technologies: - Understands and has executed integration of Google Cloud Speech API with R - Understands and has executed integration of Google Natural Language API with R - Experience of using googleLanguageR and an expert level knowledge of R less","Automatic Speech Recognition, Data Science, Google APIs,  ",NA,"$800+ ","3.70 Stars, based on 11 feedbacks","United States",NA,3.7,11
"360","Competitor Product Availability Analysis","https://www.upwork.com/job/Competitor-Product-Availability-Analysis_~01b38a4c60dd161b78/","Expert",NA,2019-06-14,"We are seeking an analyst who can research our competitors product offerings and provide us a report for each category of products.","Google Analytics, Python",NA,"$1k+ ","4.93 Stars, based on 4 feedbacks","United States",NA,4.93,4
"361","Improve Existing Google Sheet","https://www.upwork.com/job/Improve-Existing-Google-Sheet_~0122abd188772036c3/","Intermediate",NA,2019-06-14,"I need someone who will be able to improve existing Google Sheet. Some of the improvements will include: - adding formulas - excluding branded terms (automatically) - adding some function buttons as in the existing sheet",NA,NA,"$3k+ ","4.95 Stars, based on 34 feedbacks","Italy",NA,4.95,34
"362","Python developer with data processing/modeling experiences needed for an automated analytics product","https://www.upwork.com/job/Python-developer-with-data-processing-modeling-experiences-needed-for-automated-analytics-product_~010cbab586ac3ee58b/","Intermediate",NA,2019-06-14,"Looking for an experienced professional for Python-based data processing tasks such as creating ETL modules to automatically acquires a large volume of data from Google Analytics/Facebook Analytics API and conduct automated analytics on them thru the usage of popular analytics libraries such as sklearn and fbprophet. You will work very closely with the Chief Data Scientist of the company and perform various tasks that will contribute to the construction of an automated digital analytics platform. Familiarities with web and digital analytics tools such as Google Analytics and Facebook analytics is a strong plus. Experiences with getting data from APIs and clean those data via Numpy or Pandas is a must. Experiences with object-oriented programming in python and agile development methodology are also required. We are looking for someone to work with us for the long-term, consistency and good communication is required. less","Python",NA,"$80k+ ","5.00 Stars, based on 7 feedbacks","United States",NA,5,7
"363","Data Analytics Projects","https://www.upwork.com/job/Data-Analytics-Projects_~011c7bd8341d10fe8c/","Intermediate",NA,2019-06-14,"We are seeking a team/group of freelancers who are skilled at a wide variety of data analytics technologies and approaches for handling data analytics requirements for our business. A team with good previous experience handling analytics, dashboarding, reporting, querying, data aggregation, deduplication is ideal for this. less",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"364","Creating KPIs for Realty Agency (Tableau Dashboard Integration)","https://www.upwork.com/job/Creating-KPIs-for-Realty-Agency-Tableau-Dashboard-Integration_~016c548243e1cf7cb4/","Entrylevel",500,2019-06-14,"Need to: -Set up and measure all agent KPIs/Success -Track success of current marketing campaigns (KPIs) -Measure OKRs -Optimize all Capmaigns",NA,NA,"$20 ","5.00 Stars, based on 1 feedback","United States",NA,5,1
"365","News Aggregation API and News Search UI","https://www.upwork.com/job/News-Aggregation-API-and-News-Search_~0110dea9dffac62b8a/","Intermediate",NA,2019-06-14,"Seeking developer experienced with aggregation of all news sources, API integration, and development of customized news search user interface.",NA,NA,"$100+ ","5.00 Stars, based on 1 feedback","United States",NA,5,1
"366","MtDNA Haplogroup Analysis consultant","https://www.upwork.com/job/MtDNA-Haplogroup-Analysis-consultant_~010dab697fa532a9fd/","Expert",100,2019-06-14,"Looking for a BioInformatics Consultant specifically in MtDNA for a small project we are working on. Details will be provided during the interview.","Bioinformatics, Biology, Biotechnology, DNA",NA,"$20k+ ","4.94 Stars, based on 40 feedbacks","United States",NA,4.94,40
"367","Tableau Dashboard Development","https://www.upwork.com/job/Tableau-Dashboard-Development_~0179f5103a879e5bc4/","Expert",100,2019-06-14,"This is a short project to select a provider for a longer term project on data visualisation/ dashboard for an educational ERP product using Tableau. The longer project involves using Dashboards for visualisation in detail for various modules of the ERP system. Currently we would require you to develop data visualisation Dashboard for the Fees module. less",NA,NA,"$0 ","No feedback yet","India",NA,NA,NA
"368","GIS expert needed for land parcels mapping of project area.","https://www.upwork.com/job/GIS-expert-needed-for-land-parcels-mapping-project-area_~0196d83393e2592a89/","Expert",15,2019-06-14,"GIS expert is required for land parcel mapping of given area extent. Arcgis based working. Only experienced persons with parcel mapping knowledge should contact. A subset of whole area shall be provided for test mapping for $15, (only 5 to 10 land patches in this probation, in 2 days time). If freelancer skills proved vital, shall be offered full project. Attached is a sample image for which parcels are to be developed, if you can, send a few parcels to me for review, digitized on this image. less",NA,NA,"$0 ","No feedback yet","Pakistan",NA,NA,NA
"369","AI / ML / DL / NLP based Hiring tool","https://www.upwork.com/job/NLP-based-Hiring-tool_~0194a60ddfea25739f/","Expert",200,2019-06-14,"I want one software module for screening CVs/ Resume / Bio Data in pdf or word files, and show results in priority rankings matching the attributes in the Job Description. The package should read / crawl at least 500 to 1000 CVs in each folder and display the results. less","Apache Hive, BigQuery, Microsoft Excel, Python",NA,"$0 ","No feedback yet","India",NA,NA,NA
"370","Google Data Studio Helper","https://www.upwork.com/job/Google-Data-Studio-Helper_~012858b2b3cb176180/","Entrylevel",NA,2019-06-14,"THE DELIVERABLE =============== I series of Google Data Studio reports needed regularly. Templates are already in place (happy to receive any suggestions / recommendations for improvements though) These need to be updated regularly (monthly). TYPE OF FREELANCER REQUIRED ============================ Essential (must have this for this project): Experience using Google Data Studio - samples of previous work will really help here. Useful to have (will increase your likelihood of being hired) 1. Experience in using Google Analytics 2. GAIQ qualified 3. Experience using Google Search Console 4. Experience using Ahrefs 5. Experience using Hotjar 6. Excellent communication skills + quick response times 7. Good attention to detail ABOUT THIS PROJECT =================== This will be an initial short trial. If this is successful then you will receive regular ongoing work. Please start your COVERING LETTER with the word ""Heisenberg"" to show 1. You pay attention to detail 2. You have good English 3. You can follow instructions. Failure to do this will mean your application is rejected. less","Google Analytics, Conversion Rate Optimization,   ",NA,"$600+ ","5.00 Stars, based on 17 feedbacks","United Kingdom",NA,5,17
"371","Google Analytics - Tracking of Subdomain","https://www.upwork.com/job/Google-Analytics-Tracking-Subdomain_~019b545f0a2bab89ac/","Intermediate",NA,2019-06-14,"Hello, I need someone to help me track my subdomain on the same property as my main domain in Google Anlytics","Google Analytics",NA,"$40 ","5.00 Stars, based on 1 feedback","Germany",NA,5,1
"372","Google Analytics audit needed","https://www.upwork.com/job/Google-Analytics-audit-needed_~018af4e45f1d68d6a8/","Expert",NA,2019-06-14,"I need to have an audit of the setup of Google Analytics on my page according to the purpose of the page and the relevant sales funnel. This means looking through the setup and creating recommendations. Hence, all recommendations should be implemented, so there should be two lists as output: a) List of changes and setup in GA for you to do b) A set of changes that my developers needs to implement less","Google Analytics",NA,"$3k+ ","5.00 Stars, based on 4 feedbacks","Norway",NA,5,4
"373","Statistics Group projects","https://www.upwork.com/job/Statistics-Group-projects_~015d686ebb779262cd/","Intermediate",100,2019-06-14,"Come up with 5 college level statistics group projects with descriptions of each project.",NA,NA,"$200k+ ","4.95 Stars, based on 381 feedbacks","South Korea",NA,4.95,381
"374","SPSS expert wanted for analysis and reporting","https://www.upwork.com/job/SPSS-expert-wanted-for-analysis-and-reporting_~013ad1591e7f2b3e42/","Intermediate",NA,2019-06-14,"Dear applicant, For this project we need a skilled SPSS expert, who really knows the way around with SPSS and statistical methods. We have 6 cases available. You will mainly work on: GLM (mostly different types of ANOVA), GLM Mixed, Non parametric, T-test, power (and some other frequently used statistical methods). More information about the cases will be given through the interview. We want to adhere that privacy is upmost important. Business analyst are also welcome to apply, however we want to mention that the cases or mostly behavioral research. We are looking for: - Someone that can start from tomorrow. - Someone that can spend more than 4 hours per day - Someone that has the technical skills of SPSS and can intuitively and automatically operate actions in SPSS. - Someone that has knowledge of the statisical theories. - Someone that has some knowledge of the syntax of SPSS - Someone that is patient and loves to analyse data and is comfortable to help with creating a report Does this fit you? We are welcoming you to apply and looking forward to it. Thank you. less","IBM SPSS, Statistics",3,"$5k+ ","4.79 Stars, based on 110 feedbacks","Netherlands",NA,4.79,110
"375","Statistics Expert needed","https://www.upwork.com/job/Statistics-Expert-needed_~013f1fb1d8124ad790/","Expert",NA,2019-06-14,"I need someone with deep statistical skills to help me make sense of quite a lot of data that I have. I use Pandas & Excel. Either skill works for me. I want to get deep into distributions, modeling, testing and simulation. Let me know if you can help! less",NA,NA,"$100k+ ","4.85 Stars, based on 41 feedbacks","United States",NA,4.85,41
"376","Convert Quantopian model to QuantConnect (Algorithmic Trading)","https://www.upwork.com/job/Convert-Quantopian-model-QuantConnect-Algorithmic-Trading_~0104c07acb2010a060/","Intermediate",200,2019-06-14,"I'm looking for assistance with converting a Python algorithm from Quantopian to QuantConnect. The current length of the algorithm is just less than 300 lines. Obviously must be familiar with both platforms. If certain data sources/pipelines are exclusive to Quantopian, equivalents must be used for QuantConnect such that backtest and papertests are equivalent to a reasonable degree. See sources/pipelines currently used below: from quantopian.pipeline import Pipeline from quantopian.algorithm import attach_pipeline, pipeline_output from quantopian.pipeline.data.builtin import USEquityPricing from quantopian.pipeline.data import morningstar from quantopian.pipeline.factors import SimpleMovingAverage, AverageDollarVolume from quantopian.pipeline.filters.morningstar import IsPrimaryShare less","Algorithms, Python, Quantitative Finance",NA,"$100+ ","5.00 Stars, based on 1 feedback","Canada",NA,5,1
"377","Extract area covered by a mask and a median color below the mask","https://www.upwork.com/job/Extract-area-covered-mask-and-median-color-below-the-mask_~01c021c95e75a9e010/","Entrylevel",NA,2019-06-13,"Write a script that takes a satellite image like this one https://deepdom.s3.amazonaws.com/media/satellite/BQlBfkIhOzQSGpwD_XcDrwPo.jpg and a mask like this one https://deepdom.s3.amazonaws.com/media/annotation/BQlBfkIhOzQSGpwD-buildings-mask.png and extracts: * area of the building in the center of the mask * median pixel color in the mask (we want to interpret this as the color of the roof) Threshold the mask at the 0.5 level. less","Python, Computer Vision, Image/Object Recognition, Numpy, OpenCV, ",NA,"$6k+ ","4.88 Stars, based on 20 feedbacks","Poland",NA,4.88,20
"378","Agronomist for on-demand Geo-spatial Data Analytics","https://www.upwork.com/job/Agronomist-for-demand-Geo-spatial-Data-Analytics_~01e551abbd671d42d8/","Intermediate",NA,2019-06-13,"We are a consulting firm for farmers in Indonesia. We are currently looking for knowledgable agronomist who can understand geospatial data and deduce a strategy to optimize the methods of production. Requirements: - Minimum of two years experience in the Agriculture Industry - Vast understanding of new and upcoming technologies and breakthroughs in the industry - Fluent English - Understand Geospatial data to be able to prescribe treatments to plants - Understand Smart farming - Familiar with IOT and precision farming - Work online - Understand vegetative indexes such as NDVI, OSAVI, chlorophyl levels, etc - Fluent in utilizing softwares in the agriculture industry - Be able to raise the profitability index of arable land - Understand Climate and crops in Indonesia less",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"379","Helping in Sentiment Twitter Analysis Research","https://www.upwork.com/job/Helping-Sentiment-Twitter-Analysis-Research_~01ab362b8b1c3f6fb5/","Intermediate",50,2019-06-13,"Looking for a data science researcher helping in guiding and programming. Contact FMD","Python, Data Analytics, Data Science, R",NA,"$0 ","No feedback yet","United Kingdom",NA,NA,NA
"380","Data Analytics","https://www.upwork.com/job/Data-Analytics_~015defe0f03236bc7c/","Intermediate",NA,2019-06-13,"Excellent Research and Data mining capabilities! Television downloads statistics and TV Network and TV show revenues. Licensing statistics and Revenues. Travel and Tourism Industry stats and expenditures.",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"381","Build a custom Singer Tap for Tempo data","https://www.upwork.com/job/Build-custom-Singer-Tap-for-Tempo-data_~0185ff49935f76ac8e/","Intermediate",400,2019-06-13,"We use StitchData to load data from various sources into Google BigQuery for use in Google Data Studio. StitchData provides many of the connectors we need, however there are some missing. The most important is Tempo time tracking and planning data. In order for StitchData to extract this data we need a custom Singer Tap which StitchData can run . We would need to pull data from the following Tempo endpoints (https://tempo-io.github.io/tempo-api-docs): Accounts Plans Worklogs We can use token login for the Tempo API, no need for OAUTH unless it's easy to setup, just need to make sure the token can be stored somewhere securely. We would also need a Stitch target for this work: https://github.com/singer-io/target-stitch - this would have to replicate to an import API integration (https://www.stitchdata.com/docs/integrations/import-api). And for it to all be setup to run on a suitable server (eg heroku) less","Python, ETL Pipelines",NA,"$90k+ ","5.00 Stars, based on 16 feedbacks","United States",NA,5,16
