"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"152","Data Analytics","https://www.upwork.com/job/Data-Analytics_~019001040c7c21d929/","Intermediate",NA,2019-06-12,"Seeking applications for a Quantitative Analyst to support a BSA/AML Compliance Department in a variety of activities related to the design, maintenance, and optimization of compliance models. The models include AML transaction monitoring, sanctions filtering, and customer risk. Level to be determined by experience and educational background. Desired skills (Required): • Strong foundation in statistical methods (e.g. econometrics, sampling) and statistical reasoning • Strong programming skills in R and/or Python, and SQL • Demonstrable ability in the application of analytics to problem solving, from issue identification and problem definition to analytics exploration/solution through to management reporting • Ability to present complex quantitative issues to management and other stakeholders in clear, non-technical terms, both written and oral Subject matter experience (Strongly Desired): • Familiarity with AML transaction monitoring, sanctions filtering, and customer risk models • Familiarity with model validation concepts and applications Educational requirement (Advanced degrees preferred) • Degree in economics, statistics, data science, quantitative methods less","R, SAS, Python, Statistical Analysis",3,"$0 ","No feedback yet","United States",NA,NA,NA
"153","Data Scientist","https://www.upwork.com/job/Data-Scientist_~01c4b2af7e90369606/","Intermediate",NA,2019-06-12,"Looking for a Data Scientist for part or full-time role. Strong experience in the following: - developing algorithms - statistical analysis - python skills - preferred math background any experience in the following a plus: - GraphDB - machine le ... more","Python",NA,"$200k+ ","4.94 Stars, based on 147 feedbacks","United States",NA,4.94,147
"154","Bioinformatic Analysis of 10xscRNA seq data (expression and TCRa/b) from murine tissues.","https://www.upwork.com/job/Bioinformatic-Analysis-10xscRNA-seq-data-expression-and-TCRa-from-murine-tissues_~01cf69f7fc3a1f6c5f/","Intermediate",NA,2019-06-12,"My laboratory has been doing (and continues to) generate 10xGenomics data from murine cancer models, looking at the effects of different immunotherapies. We have been moving slowly through the data and are looking for some talented bioinformaticians to help us to analyze and visualize the datasets. Happy to discuss if interested... less",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"155","Zoho Analyst","https://www.upwork.com/job/Zoho-Analyst_~019bf62697525c203d/","Intermediate",NA,2019-06-12,"Looking for an analyst with Zoho experience to work on a contracted basis depending on the project. Analysts will be expected to work on a case-by-case basis, with weekly hours varying depending on the requirements. This is a contracted position that can be ongoing depending on your availability and desired number of work hours. Zoho experience and familiarity is required for this position. Showing past work or a portfolio of Zoho work is preferred and highly encouraged to be considered for the position. less",NA,NA,"$7k+ ","5.00 Stars, based on 3 feedbacks","United States",NA,5,3
"156","Tariff chart replication","https://www.upwork.com/job/Tariff-chart-replication_~0154a338b762af1fca/","Intermediate",150,2019-06-12,"Hi..I need to replicate a chart showing average import tariff shown here: https://libertystreeteconomics.newyorkfed.org/2019/01/the-impact-of-import-tariffs-on-us-domestic-prices.html As mentioned in the article, avg import tariff is calculated by averaging across countries and Harmonized Tariff Schedule (HTS) product codes using 2017 import weights. The 2017 import values by each 8 digit hts code and country is available from here: dataweb.usitc.gov The annual tariff files for 2018 and 2019 are available from here: https://dataweb.usitc.gov/tariff/annual I can send you the import values of hts code by country and the tariff files. Please apply if you are familiar with statistical and econometric analysis in Python. More details to be shared later. less","Econometrics, Trade Law",NA,"$4k+ ","4.56 Stars, based on 9 feedbacks","United States",NA,4.56,9
"157","Hotel Pricing Algorithm","https://www.upwork.com/job/Hotel-Pricing-Algorithm_~018191e239d8e426c6/","Expert",NA,2019-06-12,"We are looking for an individual with expertise in developing a rate recommendation model for Hotel rooms based on market demand and historical transaction data. A hotel pricing algorithm processes complex data like occupancy rate, competitor pricing, room types, seasonal aspects like demand forecasting, historical data, lead time (the difference between arrival date and booking date), booking cancellation rates, special events, nearby events and more. less",NA,NA,"$50k+ ","4.61 Stars, based on 17 feedbacks","United States",NA,4.61,17
"158","Data Analyst","https://www.upwork.com/job/Data-Analyst_~012f367aedfa7e4239/","Intermediate",NA,2019-06-12,"Looking for a data analyst to work on a contracted basis. This project will be case-by-case, with hours per week changing depending on the requirements. If desired, this position can be ongoing depending on availability and desired number of work ... more","Python",NA,"$7k+ ","5.00 Stars, based on 3 feedbacks","United States",NA,5,3
"159","E-commerce Analytics Report","https://www.upwork.com/job/commerce-Analytics-Report_~016a45b98b883150a3/","Expert",NA,2019-06-12,"We are looking for someone with a data science degree that is looking to earn some extra income. The project would delve into our google analytics report and search for possible weaknesses in our sales funnel. The scope would include all of our digital platforms including websites and referral channels. Here are some bullets: - Interpret Traffic - Identify Entry Points - Identify Exit Points - Highlight insights on why (interpreting page structure and key elements) - Provide recommendations based on fact, best practices and case studies on what we should be focused on correcting now. We will only accept applications from persons with the following qualifications: - Data Science Degree - History of E-commerce We are open to agency work. less","Google Analytics",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"160","Data Architect, Data Modeling and ETL","https://www.upwork.com/job/Data-Architect-Data-Modeling-and-ETL_~011ee21277c1e7d64e/","Entrylevel",NA,2019-06-12,"Data model and ETL redesign. Redesign of sales analytics Engine to suite to current changes and additions to the functionality",NA,NA,"$50+ ","No feedback yet","United States",NA,NA,NA
"161","drone survey: photoscan point cloud, level curves, and georeferencing","https://www.upwork.com/job/drone-survey-photoscan-point-cloud-level-curves-and-georeferencing_~01ee456cf73721b235/","Intermediate",150,2019-06-12,"Hi guy, I'll provide you image drone survey of 130 ha terrain with +-10 meter mixed slope, and gps coordinates point on terrain. I have to compute in Photoscan high quality point cloud and georeferencing it. You have to extract z section of terrain ... more",NA,2,"$3k+ ","4.92 Stars, based on 25 feedbacks","Italy",NA,4.92,25
"162","Big Data Engineer (Scala, Spark, Hadoop stack).","https://www.upwork.com/job/Big-Data-Engineer-Scala-Spark-Hadoop-stack_~01f1406555dbcb8740/","Expert",NA,2019-06-12,"You will be working in our Data Engineering team as a BigData Engineer. Here you’ll have a once in a lifetime opportunity to be a key part of designing and building our next core data platforms. As a BigData Engineer you will develop, maintain, te ... more",NA,4,"$6k+ ","3.94 Stars, based on 6 feedbacks","Denmark",NA,3.94,6
"163","Bluekai / Oracle DMP expert","https://www.upwork.com/job/Bluekai-Oracle-DMP-expert_~013e01a8348605260e/","Intermediate",NA,2019-06-12,"We need assistance from someone who knows Bluekai / Oracle DMP. Both in how to setup and use the system, but preferably also someone that knows the APIs.",NA,NA,"$6k+ ","3.94 Stars, based on 6 feedbacks","Denmark",NA,3.94,6
"164","Data scientist explain PDF, CDF, and inverse CDF","https://www.upwork.com/job/Data-scientist-explain-PDF-CDF-and-inverse-CDF_~0197871ebac2093404/","Expert",350,2019-06-12,"Looking for a data scientist or statistician that would enjoy writing articles to explain PDF, CDF and inverse CDF functions and their role in data science. The articles should allow beginners to understand and should provide graphics and code examp ... more","Data Analytics, Data Science, Mathematics, Python, ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"165","Ongoing Analytics & Reporting (SiteCatlyst, Tableau and Google Analytics)","https://www.upwork.com/job/Ongoing-Analytics-amp-Reporting-SiteCatlyst-Tableau-and-Google-Analytics_~016611af2f9317d467/","Intermediate",NA,2019-06-12,"I'm looking to find someone to work with on a contractual basis for our analytics and reporting needs. Our two main platforms are SiteCatalyst (Omniture and Adobe Marketing Suite), Tableau, and Google Analytics.","Google Analytics, Adobe Analytics, Analytics, Tableau Software",NA,"$400k+ ","4.99 Stars, based on 19 feedbacks","Hong Kong",NA,4.99,19
"166","Mixpanel or Amplitude Specialist","https://www.upwork.com/job/Mixpanel-Amplitude-Specialist_~011d0156f55131e156/","Expert",NA,2019-06-12,"Looking for experience MIXPANEL or AMPLITUDE specialist to help work with my App developers to set up the necessary steps to getting access to all data points for my app. Please leave me a message of how you have used either of these platforms befo ... more",NA,NA,"$10k+ ","5.00 Stars, based on 18 feedbacks","New Zealand",NA,5,18
"167","Collect information about blockchain companies.","https://www.upwork.com/job/Collect-information-about-blockchain-companies_~01959f2a00faf40475/","Entrylevel",NA,2019-06-12,"We need to scrape information about blockchain company for research.",NA,NA,"$300+ ","5.00 Stars, based on 4 feedbacks","Ukraine",NA,5,4
"168","2001 Statistics and Data 4g7t9e6d0b9n","https://www.upwork.com/job/2001-Statistics-and-Data-4g7t9e6d0b9n_~01a4c5c0832c84e83f/","Intermediate",50,2019-06-12,"Need Your help with Data Analysis in R and Statistic Methods","R",NA,"$600k+ ","4.81 Stars, based on 3669 feedbacks","Estonia",NA,4.81,3669
"169","Get Python script working in Tableau Desktop","https://www.upwork.com/job/Get-Python-script-working-Tableau-Desktop_~01224a97fc682c1e7a/","Intermediate",100,2019-06-12,"Need to get following things done: * Help in connecting Python script with Tableau Desktop and Tableau Server * Once connected, test if the algorithm is working * If the algorithm does not work then help us debug the error and modify the script to get it working on Tableau less","Python, Tableau Software",NA,"$2k+ ","No feedback yet","India",NA,NA,NA
"170","Need a dynamic interactive KPI dashboard made in Excel with my data.","https://www.upwork.com/job/Need-dynamic-interactive-KPI-dashboard-made-Excel-with-data_~01d6e29d3a0929d4db/","Expert",100,2019-06-12,"I need someone who is extremely strong in building a dynamic interactive KPI dashboard in Microsoft Excel. I need this dashboard finished ASAP. Ideally, the deadline would be by Saturday, June, 15th. This dashboard will need the following elements; 1. Needs to be printable on standard size paper. 2. Needs ONE large clustered column chart with 5 data series. (I have made one which you can copy the idea from. It looks like a waterfall chart but isn't one. 3. Needs to have a separate sheet for data, calculations. (I will provide a sample.) 4. Needs to have a scrolling data table. (I will provide a sample.) 5. The data needs to be in table form. If I need to add to the data to sheet I don't want to update the chart data range every time. 6. Needs to incorporate my company's logo colors. (I will provide the HEX numbers.) 7. Needs a dependent combo box, data validation lists, scroll bars, form controls. (I will provide a completed KPI dashboard which you can copy the idea from.) 8. Needs conditional formatting on multiple data points. (I will provide a sample.) 9. Needs to be easily updated so if I was to put all new data in it, its plug and play. 10. Needs to be formatted for printed and sheet protected so data or formulas aren't changed. 11. Needs to be in Arial Font, size is dependent on how it comes out on 1 printed sheet. Excel formula's that you should be very confident in before attempting this project - COMPLEX LOOKUP WITH INDEX & MATCH - SUMIFS - IF - CHOOSE - LARGE - SMALL - TEXT - INDIRECT - ROW & COLUMN - I'm fairly decent in excel but have never created a great looking dashboard. I paid for a course which gave me all the ideas and layout of it. I will provide you with the data I need input, the layout I have envisioned, and all the curriculum I paid for with my excel online course. I know you may have a few to a lot of questions. I will be very responsive in helping you get the best product back to me. Thanks! Matt less",NA,NA,"$9k+ ","5.00 Stars, based on 3 feedbacks","United States",NA,5,3
"171","Researcher needed to find Amazon product that will SELL!!","https://www.upwork.com/job/Researcher-needed-find-Amazon-product-that-will-SELL_~01f45c7379a4ecbe73/","Entrylevel",NA,2019-06-12,"I am currently doing ASM and require someone to help me with product research. There are certain requirements within the ASM course that suggest what a viable product would be. If you are familiar with this it would be good. I use jungle scout as well. I have a baby so I don't have a lot of time to research, but want to get an amazon business going. I want a product that I can obviously brand (I know how to find these etc on Alibaba) but just need to find the right product that is going to sell. Please let me know if you can help with this specifically, and ideally if you have had any success stories that you can show me. Thank you so much Brooke less",NA,NA,"$0 ","No feedback yet","Australia",NA,NA,NA
"172","GA & Conversion Specialist for identifying leaks in conversion funnel","https://www.upwork.com/job/amp-Conversion-Specialist-for-identifying-leaks-conversion-funnel_~01688ba8aaa44cc130/","Intermediate",NA,2019-06-12,"I'm looking for someone who can look at GA (fairly standard tracking setup), and identify the primary leaks in the conversion funnel. I have several websites I need to analyse and pull together a light report as a starting point. This report should ... more","Google Analytics, Google Tag Manager",NA,"$400+ ","5.00 Stars, based on 4 feedbacks","Australia",NA,5,4
"173","developer for making Google sheets and forms to display company daily production.","https://www.upwork.com/job/developer-for-making-Google-sheets-and-forms-display-company-daily-production_~01d9a0477a60446a5e/","Expert",100,2019-06-12,"Need a developer who is proficient in making excel sheets. Need to make a excel for daily worker wise production and based on this need to review the efficiency of each worker and prepare piece rate payment plan. Need this in google sheets.","Microsoft Excel",NA,"$0 ","No feedback yet","India",NA,NA,NA
"174","SAAS Data and Financial Analytics KPI's via Zoho Analytics","https://www.upwork.com/job/SAAS-Data-and-Financial-Analytics-KPI-via-Zoho-Analytics_~01183aa349d2526a69/","Intermediate",NA,2019-06-12,"Hello! We are looking to hire to create SAAS Data and Financial Analytics KPI's to be built via Zoho Analytics. If you are good at what you do we are a great partner to continue work with.",NA,NA,"$10k+ ","4.96 Stars, based on 14 feedbacks","United States",NA,4.96,14
"175","Product matching engine compare, list vs database, products are strings","https://www.upwork.com/job/Product-matching-engine-compare-list-database-products-are-strings_~01aa392f58c07ce22a/","Expert",NA,2019-06-12,"Refine existing source code and create a product matching engine that outputs a report of user products compared to products in database.","d3.js, Python",NA,"$3k+ ","3.79 Stars, based on 2 feedbacks","Australia",NA,3.79,2
"176","Verify and correct any GTM or Analytics tracking errors for multiple conversions.","https://www.upwork.com/job/Verify-and-correct-any-GTM-Analytics-tracking-errors-for-multiple-conversions_~01bb96407542b5d664/","Expert",30,2019-06-12,"We have multiple tracking installed through GTM and conversions tracked and viewed through Google Analytics. Since we have many different tracking events and form conversions some of the tracking has stopped working. We need you to go through and verify and conversion tracking, verify entire GTM setup and conversions in Google Analytics. Currently, we are tracking conversions on these pages; https://restaurantaccountingservices.com/contact/request-a-demo/ https://restaurantaccountingservices.com/solutions/restaurant-accounting/restaurant-accounting-demo/ https://restaurantaccountingservices.com/solutions/purchasing-program-gbo/demo/ https://restaurantaccountingservices.com/solutions/restaurant-operations/inventory-management-request-a-demo/ https://restaurantaccountingservices.com/solutions/restaurant-operations/menu-engineering-and-food-costing/ and also all of the contact forms on the ""SERVICS"" pages Thank you. I believe you have access to both or I can give you access again if needed. less","Google Analytics",NA,"$1k+ ","5.00 Stars, based on 7 feedbacks","United States",NA,5,7
"177","Developer needed to include Microsoft Dynamics Analytical Accounting in our Cognos TM1 reporting","https://www.upwork.com/job/Developer-needed-include-Microsoft-Dynamics-Analytical-Accounting-our-Cognos-TM1-reporting_~01f322eecf2702fffe/","Expert",5,2019-06-12,"We are looking for someone knowledegable in both Cognos TM1 version 9.5 and Microsoft Dynamics GP version 2016. We are adding Analytic Accounting to our accounting and need help linking the AA accounts to our reporting in Cognos TM1.",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"178","Survey Monkey Summaries","https://www.upwork.com/job/Survey-Monkey-Summaries_~0102f0523ec9a9fa63/","Entrylevel",10,2019-06-11,"We have post trip surveys on Survey Monkey (e.g. www.springbreakfiji.com) which we wish to have summarised into one page summaries which showcase the key data results and groups the most common 'open ended' answers together e.g. highlight of your trip, lowlight less",NA,NA,"$100k+ ","4.96 Stars, based on 192 feedbacks","Australia",NA,4.96,192
"179","GIS Spatial Analysis of Land Parcels, Transmission Lands, and Terrain Slope","https://www.upwork.com/job/GIS-Spatial-Analysis-Land-Parcels-Transmission-Lands-and-Terrain-Slope_~01fdd7aa7e65d0f708/","Intermediate",500,2019-06-11,"Need GIS spatial analysis to identify parcels that are contiguous to transmission lines in various counties across colorado. additionally need to assign the percentage terrain slope to each parcel.",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"180","User behavior Analytic","https://www.upwork.com/job/User-behavior-Analytic_~01c4462dd5b050b987/","Intermediate",100,2019-06-11,"You need to analyze our website, collect all information from google analytics, Yandex metrics and make a report on why so many users are not making reservation in our website. Besides, you need to check for troubleshooting and find what is wrong in our site. less","Google Analytics",NA,"$6k+ ","3.93 Stars, based on 21 feedbacks","Uzbekistan",NA,3.93,21
"181","Need Data analyst or Business analyst for EXCEL","https://www.upwork.com/job/Need-Data-analyst-Business-analyst-for-EXCEL_~01873e474344fb009c/","Intermediate",NA,2019-06-11,"Need EXCEL / Google Sheets EXPERT for data analysis task. Data analyst / Business Analyst","Google Analytics, Microsoft Excel",NA,"$1k+ ","4.91 Stars, based on 25 feedbacks","Germany",NA,4.91,25
"182","Amazon sales statistics research using Seller Legend","https://www.upwork.com/job/Amazon-sales-statistics-research-using-Seller-Legend_~01eff23bfe0210f389/","Entrylevel",NA,2019-06-11,"We are looking for someone to take our sales statistics using Amazon and Seller Legend, and give us accurate information back. We want to know things like: Sku's we need to restock, Parent ASINs that are doing well, possibly things like charts, etc.",NA,NA,"$20k+ ","5.00 Stars, based on 3 feedbacks","United States",NA,5,3
"183","Shopper card Data Analysis","https://www.upwork.com/job/Shopper-card-Data-Analysis_~01960649b292829d86/","Intermediate",NA,2019-06-11,"- the deliverable will be shopper card data analysis as directed by our team - I am looking for someone with DunnHumby data experience - Spanish or Portuguese is a plus","Microsoft Excel",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"184","Zapier Expert","https://www.upwork.com/job/Zapier-Expert_~01e552b983a7a402f5/","Expert",200,2019-06-11,"I would like two integrations using zapier. 1) I would like someone who can make a zapier integration between zoho projects and quickbooks online. The integration would pull employee time by project when time is updated and load that into quickbooks ... more",NA,NA,"$20k+ ","4.83 Stars, based on 56 feedbacks","United States",NA,4.83,56
"185","Python/R Expert Needed for CHAID Decision tree model","https://www.upwork.com/job/Python-Expert-Needed-for-CHAID-Decision-tree-model_~011664d121d4ab5223/","Intermediate",150,2019-06-11,"I am looking for an experienced Python/R user who help me to implement CHAID decision model on my data. The successful applicant will have: * Strong understanding of Python / R * Good knowledge of decision decision tree model mostly CHAID statistic model *Good English and communications skills We use SPSS to generate a CHAID tree. We were running CHAID on continuous predictors with SPSS Modeler and it worked fine. SPSS do many things under the hood, I would like to test my data with available CHAID package (Python/R) in order to see if it will give a reasonable result and similar to SPSS output or not. The aim here to run CHAID model on continuous predictors. CHAID decision tree model basically select the predictor that is most significant and then split it into nodes based on significant level. Accordingly it will take predictor and test each one against the predictor variable. We can use Python CHAID package, however we might also need to evaluate other available decision trees package if python CHAID package will not give a valid result. (The SPSS output will be provided for comparison if needed). Data has 5 continuous target variables -- dependent variable and I would like to run CHAID decision tree for each separately to find most significant predictor variables. The data will be in csv format in very tidy form (no data cleaning is needed). less","R, Python",NA,"$100+ ","5.00 Stars, based on 1 feedback","Norway",NA,5,1
"186","Convert Matlab code into Python code","https://www.upwork.com/job/Convert-Matlab-code-into-Python-code_~01bc975b2cf4f85e51/","Expert",1000,2019-06-11,"We would like to convert the Matlab code found here: https://github.com/FRBNY-TimeSeriesAnalysis/Nowcasting/blob/master/README.md into a fully functional Python code. The Matlab code refers to an external Kalman filter module, which is not in the ""functions"" folder in the code. The data files are attached. less","R, Python",NA,"$300+ ","4.88 Stars, based on 6 feedbacks","United States",NA,4.88,6
"187","Build and explain a time series prediction model and calculate abnormal return of sport performance","https://www.upwork.com/job/Build-and-explain-time-series-prediction-model-and-calculate-abnormal-return-sport-performance_~013e838e2531c5201d/","Intermediate",NA,2019-06-11,"I am working on a paper in which I need to calculate whether 'sacking' the coach mid season has an impact on the sports performance of soccer teams. I have already collected the data for 10 years (results for ca. 6800 matches), including the budget of the team, the rank of the team, the budget of the opponent and whether it is a home or away match for ever match. Each match is coded with a 0 or 1 for whether the manager has changed or not. Essentially, I need to build a model which predicts the performance of the team considering all the different factors mentioned above and then calculate the abnormal return on the performance if the manager has changed mid season. I need someone to explain me how to do this (preferably using R, but I am open to other programs). Thank you less","R, SAS",NA,"$700+ ","5.00 Stars, based on 3 feedbacks","Germany",NA,5,3
"188","Expert Advisor Algorithm writer for MetaTrader 4","https://www.upwork.com/job/Expert-Advisor-Algorithm-writer-for-MetaTrader_~0154ffddf76012d403/","Entrylevel",NA,2019-06-11,"Using an expert advisor builder for MT4 utilise my trading strategy and perform back testing until a suitable algorithm is defined. I am looking for a person who has previously built an MT4 EA",NA,NA,"$500+ ","5.00 Stars, based on 4 feedbacks","Switzerland",NA,5,4
"189","Analysis for MHC-SF via google and presentation via google data studio.","https://www.upwork.com/job/Analysis-for-MHC-via-google-and-presentation-via-google-data-studio_~014826dfebe6d96a5b/","Intermediate",NA,2019-06-11,"I run a positive pscyh program and administer the Mental Health Continuum - Short Form. --> https://www.aacu.org/sites/default/files/MHC-SFEnglish.pdf I'm looking to see if there is an easy way for my students to take the quiz and then have google store and analyze the data in sheets and have the reports cleanly created in Data Studio. The instructions for analysis are on the .pdf. I'm certainly open to feedback, but if this works out, I look forward to many more of these with you! less","Google Forms, IBM SPSS, SAS",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"190","Google Analytics & Facebook Ads / Shopify Tracking","https://www.upwork.com/job/Google-Analytics-amp-Facebook-Ads-Shopify-Tracking_~01eefed74716773865/","Intermediate",NA,2019-06-11,"Hi, I need someone who I can contact most days of the working week & weekend to set up or double check google analytics to ensure everything is tracking well. I run Facebook Ads for local businesses (both ecommerce & service businesses) & need to be able to: - Track leads & purchases on GA - Track Return on ad spend (ROAS) both from front-end sales & back-end sales from customers acquired from Facebook Ads - Create conversion goals for each Facebook campaign Kind Regards, Gabe less","Google Analytics, Facebook Marketing, Google Tag Manager, ",NA,"$0 ","No feedback yet","Australia",NA,NA,NA
"191","Configurar Google Analytics para medir todo acerca mi tráfico y ventas en mi pagina","https://www.upwork.com/job/Configurar-Google-Analytics-para-medir-todo-acerca-fico-ventas-pagina_~01f89da815f48b4a06/","Expert",200,2019-06-11,"Necesito ayuda en la configuración de google analytics para tener el analisis completo de todo el tráfico que viene a nuestra página, de donde proviene para poder ver el historial y comportamiento de nuestros compradores",NA,NA,"$70+ ","No feedback yet","Ecuador",NA,NA,NA
"192","Google Data Studio expert","https://www.upwork.com/job/Google-Data-Studio-expert_~017645532a9964a3b9/","Intermediate",NA,2019-06-11,"I have Facebook Ads data imported into Google BigQuery. When I am creating the reporting in Data Studio it won't show my advertising results per campaign, ad set, or ad. Looking for someone who can make sure the data is properly being imported and show me how to report it properly. less","BigQuery",NA,"$900+ ","4.79 Stars, based on 9 feedbacks","United States",NA,4.79,9
"193","Data analysis for a healthcare start-up.","https://www.upwork.com/job/Data-analysis-for-healthcare-start_~018230443b9fd47f44/","Expert",NA,2019-06-10,"To create and interpret complex patterns from raw data of patient information. To create actionable patterns from raw data from patients.",NA,5,"$200+ ","3.59 Stars, based on 2 feedbacks","India",NA,3.59,2
"194","Help wanted with the STATA part of my master's thesis","https://www.upwork.com/job/Help-wanted-with-the-STATA-part-master-thesis_~01bbe3cca836f52847/","Intermediate",NA,2019-06-10,"Hi, I need help with the STATA part of my master's thesis. I need to perform an OLS regression where lag variables are included. Due to other occupations I currently don't have the time to figure it out by myself. I do however, need to understand ho ... more",NA,NA,"$0 ","No feedback yet","Belgium",NA,NA,NA
"195","2001 data analysis STATA F4t7i9u1s3d3f","https://www.upwork.com/job/2001-data-analysis-STATA-F4t7i9u1s3d3f_~0115acf608ff318dd8/","Intermediate",30,2019-06-10,"Looking for an expert who will help with data analysis using STATA. The price is negotiable.",NA,NA,"$600k+ ","4.81 Stars, based on 3669 feedbacks","Estonia",NA,4.81,3669
"196","Explain generation of random correlated variables using Cholesky decomposition","https://www.upwork.com/job/Explain-generation-random-correlated-variables-using-Cholesky-decomposition_~01979fb9f53f0c3c27/","Expert",NA,2019-06-10,"(1) Explain Cholesky generation of random correlated variables (2) Consider that in some cases there are missing data points in the history of correlated values. (3) Optional - describe how to implement in Python","Python, Mathematical Models, Mathematics",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"197","excel historical data manipulation","https://www.upwork.com/job/excel-historical-data-manipulation_~014e33c6ac36f36c0a/","Expert",100,2019-06-10,"looking to find price trends within time periods excel ;","BigQuery, Microsoft Excel",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"198","Google Analytics & Google Tag Manager","https://www.upwork.com/job/Google-Analytics-amp-Google-Tag-Manager_~0184f686f8767f3358/","Expert",NA,2019-06-10,"ROLE The individual will be a specialist in Google tag manager (GTM), Google Analytics (GA) and Google data studio (GDS). The individual is responsible for the weekly monitoring and weekly reporting of clients' Analytics RESPONSIBILITIES & RESULTS The individual's responsibilities will include, GTM Specific - Create, organize, and publish in GTM prior to funnel and social media launch. - Maintain client tags/triggers/variables in GTM based on changing needs/goals - Follow a checklist of specific items tags/triggers/variables to ensure consistency across clients. - Weekly demonstration of best practices in the usage of GTM GA & GDS Specific - Create, organize, and maintain client GA Dashboards and Custom Reports based on client needs - Debug GA to ensure data is accurately reporting across client sites/social media. - Create GA dashboard templates & Custom Report templates for both B2B & B2C clients - Templatize these dashboards and custom reports in GDS to facilitate faster onboarding of clients - Identify weekly/monthly trends in client data and feedback this data to client success manager, funnel team, and social media teams to ensure - Identify, assess, and report on data, metrics, and client KPI's to ensure team can act on the data to ensure continuous improvement and growth in client's account REQUIREMENTS - Deep understanding of GTM, GA, and GDS - Competency in communicating data in a visually relevant manner for internal and external teams - Detail oriented with excellent multitasking and organizational abilities - Ability to meet desired results in a fast-paced work environment that is constantly expanding and evolving - Team player that can work with a variety of personalities less","Google Analytics, Google Data Studio",NA,"$80k+ ","4.88 Stars, based on 21 feedbacks","United States",NA,4.88,21
"199","Math task explanation over Skype in Spanish","https://www.upwork.com/job/Math-task-explanation-over-Skype-Spanish_~01fb919d239d256d8f/","Entrylevel",10,2019-06-10,"I'll give you some math optimization tasks already solved, you just need to explain the solutions over skype to me in Spanish of course, very easy task for any mathematician, I'm paying $10 the hour so it's quite a nice deal, tell me if you're interested and I'll send you 5 tasks to see if you can do it. less","Mathematics, Skype, Spanish",NA,"$90 ","5.00 Stars, based on 3 feedbacks","Spain",NA,5,3
"200","Google Analytics Expert needed to ADD our classes/products to the","https://www.upwork.com/job/Google-Analytics-Expert-needed-ADD-our-classes-products-the_~01b0714581e69257a1/","Expert",150,2019-06-10,"*** PLEASE VISIT THE TUTORIAL PAGE BELOW BEFORE APPLYING TO THIS JOB *** GOOGLE TUTORIAL LINK: https://developers.google.com/analytics/devguides/collection/analyticsjs/enhanced-ecommerce We need a Google Analytics Expert to ADD OUR CLASS INFORMATION (name of class, price of class, etc) to our Google Analytics Code for Enhance E commerce Tracking Purposes. *** WE DO NOT NEED TO ADD THIS CODE TO OUR WEBSITE. WE HAVE A DEVELOPER THAT WILL DO THIS *** We just need your help setting up the code for our classes. ------------------------------------------------------------------ We are a school in the USA and we already have a Google Analytics account. We would like to see a report that shows which marketing channel lead to each individual product sale of our classes. Here's the bad news. We using 2 different websites for our school. (1) Our main website is a marketing website and doesn't have any class information. (2) Our 2nd website is called Higher Reach and it contains all the class information and let's customers purchase classes on the platform. less","Google Analytics",NA,"$8k+ ","4.91 Stars, based on 326 feedbacks","United States",NA,4.91,326
"201","artificial intelligence use cases in radio network optimization in telecom companies","https://www.upwork.com/job/artificial-intelligence-use-cases-radio-network-optimization-telecom-companies_~014777174f3151ed43/","Expert",5,2019-06-10,"I need a short ppt slides about use cases in radio network optimization using machine learning or deep learning . no details are required. I NEED ONLY name of the case problem to be solved features used model used metrics of evaluation this is a very urgent task less",NA,NA,"$0 ","No feedback yet","Egypt",NA,NA,NA
"202","Need a scoring algorithm to rank products","https://www.upwork.com/job/Need-scoring-algorithm-rank-products_~01ba8cbfdce4914c4f/","Intermediate",NA,2019-06-10,"Looking for someone with a math and data science background to create a scoring algorithm to assign a score out of 100 to products. There are about 10 different dimensions on which the product score would be based, and for each of these dimensions there are a few possible options. So what we'd like to do is assign a point value or weight to each option, and then create a scoring formula that will combine them all and output a score out of 100. For example: Product Feature A: -Good = 1 point -Better = 2 points -Best 2.5 points Product Feature B -Good = 0 points -Better = 1 point -Best = 3 points etc. We will provide a detailed list of the different dimensions and details on how we'd like to value them. Also note that the scores should be bell-curved to be mostly distributed in the 65 to 95 range. So the formula needs to ensure that scores never exceed 99, and generally should not be below 50-60. Please include any similar projects you've worked on that you think would be relevant, what your general approach would be, and any questions you have! less","Microsoft Excel",NA,"$20k+ ","4.99 Stars, based on 41 feedbacks","Canada",NA,4.99,41
