"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"344","Technical Research: What words in source-code show that a company uses salesforce?","https://www.upwork.com/job/Technical-Research-What-words-source-code-show-that-company-uses-salesforce_~0130d35a7de334ca57/","Expert",NA,2019-06-24,"The ideal deliverable is a detailed report (or csv) of words, patterns (typically found in HTML code) that would indicate any particular company is using salesforce. Some examples I've found so far are: - if their sourecode refers to pardot they're probably using Salesforce - if their source refers to sfdc or 'salesforce' they're definitely using salesforce - if their source code refers to web-to-lead they are using salesforce - if their careers site refers to salesforce they're probably using salesforce - if they have have a dedicated employee salesforce login site So those are a handful of things I've discovered so far but I think there are probably 100 (or at least a bunch) more tricks that could be used. Once I can make a comprehensive list of these tricks, I can then hire a data-scraping expert to incorporate all of these into a tool to help determine which sites are or are not likely to be running salesforce. Your job is just to help with the 'tricks' and keywords though (some of these keywords may be 'salesforce plug-ins or third-party tools that rely on salesforce btw!). less","HTML, Internet Research",NA,"$200+ ","5.00 Stars, based on 3 feedbacks","United States",NA,5,3
"345","Experienced Data Scientist for innovative ecommerce platform to analyse Google Analytics data + more","https://www.upwork.com/job/Experienced-Data-Scientist-for-innovative-ecommerce-platform-analyse-Google-Analytics-data-more_~01e1acd8355df6faed/","Expert",NA,2019-06-24,"We are seeking a creative and innovative data scientist to help us analyse and produce reports for our large amount of user/sales data to identify and recognise patterns & behaviours. FontBundles.net & Design Bundles.net are Digital design marketplaces on our way to becoming market leaders in the field of digital design assets. We have built a strong operational team over the past three years and, as creatives, have been committed to innovation which has aided our growth. We are now seeking a dedicated data scientist to compliment our team. One of the first jobs that this role will entail will be to begin analysing our data and producing useful reports from our visit + sales data that we can action immediately to get improved results, and identifying new opportunities for business growth through big data analysis & segmenting. Strong english skills will be required to work with our global team who work from many time zones and continents. What's it like to work for Us? Our development team have praised our flexible and open-minded approach to development - we have always put development & innovation at the heart of our business and keep up with the pace of technology. less","BigQuery, Google Analytics, Data Mining, Data Science",NA,"$500k+ ","4.83 Stars, based on 31 feedbacks","United Kingdom",NA,4.83,31
"346","Biostatistician for a medical Journal","https://www.upwork.com/job/Biostatistician-for-medical-Journal_~010f4dcfe0f235fcb1/","Expert",NA,2019-06-24,"urgently required experienced Biostatistician for a medical journal . interested? please inbox","Microsoft Excel, R",3,"$5k+ ","4.94 Stars, based on 12 feedbacks","United Arab Emirates",NA,4.94,12
"347","Randomizations and economic games in Qualtrics","https://www.upwork.com/job/Randomizations-and-economic-games-Qualtrics_~017e06af755ef9261b/","Intermediate",NA,2019-06-24,"This project is a survey with embedded experiments (conjoint experiment, dictator game, prisoner's dilemma, preemptive strike game). The experiments have already been coded in javascript into Qualtrics. I am in need of someone to help me with three ... more","JavaScript",NA,"$300+ ","5.00 Stars, based on 3 feedbacks","United Kingdom",NA,5,3
"348","Zon.Tools Amazon PPC Analyst Assistant for Maintenance Optimization Goal Setting","https://www.upwork.com/job/Zon-Tools-Amazon-PPC-Analyst-Assistant-for-Maintenance-Optimization-Goal-Setting_~01240d3616e9a8d3fd/","Intermediate",200,2019-06-24,"We are looking for a disciplined, analytical and data driven assistant or part time Amazon - on Tools PPC sponsored ad/products/brand expert. You will maintain, optimize, discover and set goals for our Amazon PPC campaigns via zon tools on a regular weekly and monthly basis. Your goals include: 1. Granular campaign structure setup by SKU or finer 2. Maintain and remove non performing keywords 3. Discover, suggest and test new keywords for our products and listings 4. Suggest high performing keywords to be used in listing optimization 5. Meet ACoS Targets; control and define ad budget to meet increased sales target 6. Deliver weekly summaries and actions 7. Deliver monthly performance reporting Besides the rate you will be quoting for the work, we will also award (extra) bonus tied to the sales turnover (minus ad spend) MUST: Zon.tools automation experience and knowledge less","Google Analytics, Microsoft Excel, AI, Amazon PPC, Analysis, ",2,"$2k+ ","4.79 Stars, based on 3 feedbacks","Hong Kong",NA,4.79,3
"349","Hotjar / Analytics Analysis & CRO","https://www.upwork.com/job/Hotjar-Analytics-Analysis-amp-CRO_~01eb88c92e4ff63558/","Expert",NA,2019-06-24,"I have many months worth of Hotjar data, funnels, etc. that need to be analyzed. I'm looking for an expert who knows how to go through the analytics and can suggest tests for us to run on our site. Must have a proven track record with high volume sites, and experience with CRO and UX. less","Google Analytics",NA,"$10k+ ","5.00 Stars, based on 10 feedbacks","United States",NA,5,10
"350","Need a SAAS BI expert","https://www.upwork.com/job/Need-SAAS-expert_~0153c87bfd28b44fb0/","Intermediate",NA,2019-06-23,"Candidates must have finance or MBA background, with BI experience for SAAS platform This job was posted from a mobile device, so please pardon any typos or any missing details.","Data Visualization",NA,"$7k+ ","5.00 Stars, based on 6 feedbacks","China",NA,5,6
"351","Modelling Distributions","https://www.upwork.com/job/Modelling-Distributions_~0181d0b0a4d448528e/","Expert",NA,2019-06-23,"Hypothetically as a part of our philanthropy efforts we are looking to distribute funds E.g. $1,000,000 total funding amount. We want to give away these funds during discrete periods, where we provide a fixed amount per person per period, until all the funds are exhausted Period 1: Person A -> Receives X Amount Period 2: Person A -> Receives Y Amount Person B -> Receives Y Amount Period 3: Person A -> Receives Y Amount Person B -> Receives Y Amount Person C -> Receives Y Amount Note the number of people asking for a donation each period can vary and the same person can keep coming back for each period asking for a donation. These are the constraints of the Model: How long will the funds last as the number of people seeking donations per period increase. Model different growth rates of people seek donations to see when funds are exhausted. Determine efficient $ distribution each period such that no one person can gain > 2.5% of the total funding amount Provide relationship between funds distributed per person each period vs number of people seeking donations vs periods till funds are exhausted Required: Provide a model which adheres the contraints above. The model must include raw analysis , graphs and justification, with explicit instructions to reproduce the results in the program of your choice: r, python, excel. less","Python",NA,"$300+ ","4.97 Stars, based on 5 feedbacks","United States",NA,4.97,5
"352","data ana","https://www.upwork.com/job/data-ana_~014ce9cde719259a38/","Entrylevel",5,2019-06-23,"i need someone who is quick, and have a good understanding for data","IBM SPSS",NA,"$200+ ","5.00 Stars, based on 3 feedbacks","United Kingdom",NA,5,3
"353","Statistical Analyst needed for creating report of Social Emotional Program Impact","https://www.upwork.com/job/Statistical-Analyst-needed-for-creating-report-Social-Emotional-Program-Impact_~014dd130300b6b9702/","Expert",150,2019-06-23,"Hi! I have some impact data of my SEL program on students psychological wellbeing. I taught two treatment classes and had two control classes, had a Pre, Post1, and Post2 administration of the scales. I used two scales: Beck Youth Inventory (BYI-2) and the EQi-YV. l am looking for someone to help me analyze the ways that this class (hopefully positively) impacted the levels of anxiety, anger, depression, self-concept, etc. of students who participated. I have all the data already in spreadsheets - just needs to be analyzed and represented graphically into a very simple report. For an experienced analyst, this should be a pretty quick project. I'm looking forward to meeting you and working with you! less","IBM SPSS, Microsoft Excel",NA,"$1k+ ","4.96 Stars, based on 7 feedbacks","United States",NA,4.96,7
"354","Multi-lingual Data Operations Annotator for Bay Area Big Data Company","https://www.upwork.com/job/Multi-lingual-Data-Operations-Annotator-for-Bay-Area-Big-Data-Company_~01f7334a095ea9dd1c/","Entrylevel",NA,2019-06-23,"We help sales and marketing teams prospect smarter and have thoughtful, personalized conversations at exactly the right time. We offer a deal intelligence platform that makes access to “big data” available to any corporate analyst or individual in real-time, allowing them to make better investment decisions. We have built an environment where each and every member of our team is contributing to the growth and development of our service and our brand. We are positive, problem solvers, adaptable to change and solution oriented! Does this sound like a team you want to grow your career with? The Multilingual Data Operations Annotator role is a full-time role that will be primarily responsible for matching company datapoints within our system. The Data Operations Annotator is expected to: - Quickly & efficiently research and process quality data - Communicate clearly with team members at all times. - Work independently. - Pay close attention to detail. - Understand & adhere to company mandated workflows & timelines. - Adapt to changes quickly, and problem solve efficiently. - Balance quality of work with set parameters to turn around work product. Essentials: - 4-year course graduate - At least 3 years of work experience in any industry (more relevant industries an advantage) - Web research experience - Attention to detail - Access to reliable high speed internet - Excellent communication skills including comprehension skills to demonstrate ability to work on written specifications. - Strong organizational skills, ability to work independently and collaborate with stakeholders to ensure quality work product. - Knowledge & expertise with Google Drive, Sheets, and Docs - Eagerness to learn! Nice to have’s but not required: - Experience with data cleaning - Knowledge of Slack - Typing skills (at least 40 wpm) Technology Requirements: Windows: Intel® i-series (i3 or higher) or AMD Athlon® 64 processor or higher Microsoft Windows 7 or later preferred Mac: Multicore Intel processor Apple Mac OS X 10.9 (Maverick) or later preferred 1 GB of RAM or higher Latest versions of Google Chrome (preferred), Firefox, Internet Explorer, or Safari browser (Not dev/beta builds). Working webcam and microphone/speakers or a headset Stable Wired Internet Connection with Minimum of 1.5 mbps download and 0.5 Mbps upload Candidate Selection Process: 1. Complete Pre-screen Questionnaire 2. Interview with Recruiter 3. Completed Trial Assessment Phase (Fixed Price) 4. Review of Fixed Priced Trial Output 5. Offer / On-boarding 6. Training Qualified candidates will show their attention to detail by completing the sentence ""Datafox, I’m your Data Operations Annotator candidate because ...."" as the opening sentence in your cover letter. less",NA,NA,"$2M+ ","4.92 Stars, based on 419 feedbacks","United States",NA,4.92,419
"355","Shiny R App integration","https://www.upwork.com/job/Shiny-App-integration_~01cd9122692c394cd5/","Intermediate",NA,2019-06-23,"We are seeking an individual to assist with a number of Shiny/R integration aspects. Initially the tasks relate predominantly to manipulating textInput and numericInput fields, matching and calculating values from data frames and creating outputs. At ... more","R",2,"$600+ ","5.00 Stars, based on 5 feedbacks","United Kingdom",NA,5,5
"356","Fix GTM connection with analytics,adwords and FB","https://www.upwork.com/job/Fix-GTM-connection-with-analytics-adwords-and_~010d9ef448c9a18cce/","Entrylevel",NA,2019-06-23,"we have had GTM integrated for a while, i did some corrections and may have screwed up things, it's a good opportunity to review and expand what we have, firstly we need you to look at the plan we have and confirm whether you can do it look at th ... more","Google Analytics",NA,"$20k+ ","4.80 Stars, based on 38 feedbacks","Israel",NA,4.8,38
"357","Analytics set up","https://www.upwork.com/job/Analytics-set_~01d8f6e9260d906a63/","Expert",30,2019-06-23,"I am looking for someone to set and test analytics from our different subdomains. Quick task needed urgently",NA,NA,"$10k+ ","4.75 Stars, based on 32 feedbacks","Estonia",NA,4.75,32
"358","R assignment","https://www.upwork.com/job/assignment_~016a164815d0f8fd02/","Intermediate",8,2019-06-23,"Solve tow R assignments This job was posted from a mobile device, so please pardon any typos or any missing details.","R, Statistics",NA,"$20+ ","5.00 Stars, based on 2 feedbacks","Germany",NA,5,2
"359","Ninjatrader coding","https://www.upwork.com/job/Ninjatrader-coding_~01f663ddbf8d5abaa9/","Entrylevel",50,2019-06-23,"hello i want to code factors in key market events into price action? for example FED Chairman Speech, FOMC Rate Announcement, Trump Tariff Speech, EIA Petroleum Status report in Ninjatrader","R",NA,"$300+ ","1.88 Stars, based on 6 feedbacks","Kenya",NA,1.88,6
"360","Seeking Data Analyst","https://www.upwork.com/job/Seeking-Data-Analyst_~0171042c2754e42646/","Intermediate",NA,2019-06-23,"Looking for a data analyst that can make sense of data coming from different sources: website, CRM, Google Analytics, LinkedIn advertising platform, and offline activities. We need to revise our data collection process, used data sets, make sure that data is clean and reliable, and then visualize our key metrics. The candidate should have a deep understanding of data management, be attentive to details, and responsive. Please do NOT contact us directly - only contact us via UPWORKS - candidates that contact us via email or our website will not be considered for this job. less",NA,NA,"$400k+ ","4.88 Stars, based on 115 feedbacks","United States",NA,4.88,115
"361","improve jupyter notebook to count km traveled per day from dataframe","https://www.upwork.com/job/improve-jupyter-notebook-count-traveled-per-day-from-dataframe_~017c60f44c428309b2/","Intermediate",75,2019-06-23,"I have a csv that can be read into a pandas dataframe. It contains trips and timestamps, and more fields. I would need statistics on how many of the cars travel below 200km per day and histogram. I will share notebook with candidates. DF <class 'pandas.core.frame.DataFrame'> Int64Index: 97434 entries, 1 to 99999 Data columns (total 77 columns): asset 97434 non-null object connection_id 94355 non-null float64 connection_id_str 94355 non-null object BATT 14 non-null float64 BEHAVE_ACC_X_BEGIN 5061 non-null float64 BEHAVE_ACC_X_END 5061 non-null float64 BEHAVE_ACC_X_PEAK 5061 non-null float64 BEHAVE_ACC_Y_BEGIN 5061 non-null float64 BEHAVE_ACC_Y_END 5061 non-null float64 BEHAVE_ACC_Y_PEAK 5061 non-null float64 BEHAVE_ACC_Z_BEGIN 5061 non-null float64 BEHAVE_ACC_Z_END 5061 non-null float64 BEHAVE_ACC_Z_PEAK 5061 non-null float64 BEHAVE_ELAPSED 5061 non-null float64 BEHAVE_GPS_HEADING_BEGIN 5061 non-null float64 BEHAVE_GPS_HEADING_END 5061 non-null float64 BEHAVE_GPS_HEADING_PEAK 5061 non-null float64 BEHAVE_GPS_SPEED_BEGIN 5061 non-null float64 BEHAVE_GPS_SPEED_END 5061 non-null float64 BEHAVE_GPS_SPEED_PEAK 5061 non-null float64 BEHAVE_ID 5061 non-null float64 BEHAVE_UNIQUE_ID 5061 non-null float64 BOOT_REASON 892 non-null float64 DIO_IGNITION 1814 non-null float64 ENH_DASHBOARD_FUEL 3079 non-null object ENH_DASHBOARD_MILEAGE 3063 non-null object EVENT 4762 non-null object GPS_DIR 57694 non-null float64 GPS_PDOP 14433 non-null float64 GPS_SPEED 58476 non-null float64 MDI_CC_DASHBOARD_FUEL_LEVEL_LITERS 1230 non-null float64 MDI_CC_DASHBOARD_MILEAGE 1221 non-null float64 MDI_CRASH_DETECTED 8 non-null object MDI_CUSTOM_PID_1 56 non-null object MDI_CUSTOM_PID_2 57 non-null object MDI_DASHBOARD_FUEL_LEVEL 935 non-null float64 MDI_DRIVING_JOURNEY 1894 non-null float64 MDI_DTC_MIL 4 non-null float64 MDI_DTC_NUMBER 4 non-null float64 MDI_EXT_BATT_LOW 109 non-null float64 MDI_EXT_BATT_VOLTAGE 3746 non-null float64 MDI_EXT_VOLT_SNAPSHOT 14 non-null object MDI_FUEL_TYPE 84 non-null float64 MDI_IDLE_JOURNEY 1894 non-null float64 MDI_IDLE_STATE 1585 non-null float64 MDI_JOURNEY_ID 1898 non-null float64 MDI_JOURNEY_STATE 1854 non-null float64 MDI_JOURNEY_TIME 1894 non-null float64 MDI_LAST_VALID_GPS_LATITUDE 885 non-null float64 MDI_LAST_VALID_GPS_LONGITUDE 885 non-null float64 MDI_MAX_SPEED_IN_LAST_OVERSPEED 1760 non-null float64 MDI_MAX_SPEED_JOURNEY 1898 non-null float64 MDI_OBD_FUEL_TYPE 26 non-null float64 MDI_OBD_FUEL 1078 non-null float64 MDI_OBD_MILEAGE_METERS 939 non-null float64 MDI_OBD_MILEAGE 7285 non-null float64 MDI_OBD_RPM 10249 non-null float64 MDI_OBD_SPEED 1750 non-null float64 MDI_OBD_STACK_NAME 202 non-null object MDI_OBD_VIN 62 non-null object MDI_ODO_JOURNEY_METERS 1775 non-null float64 MDI_OVERSPEED_COUNTER 3641 non-null float64 MDI_OVERSPEED 1760 non-null float64 MDI_TOW_AWAY 63 non-null float64 MDI_VEHICLE_STATE 3153 non-null object OBD_CONNECTED_PROTOCOL 1872 non-null float64 ODO_FULL_METER 1204 non-null float64 RSSI 1664 non-null float64 SHUTDOWN_TYPE_AND_REASON 890 non-null float64 TRIP_DETECTOR_STATUS 5618 non-null object id 97434 non-null int64 id_str 97434 non-null object index 94355 non-null float64 loc 82607 non-null object received_at 97434 non-null object recorded_at 97434 non-null object recorded_at_ms 97434 non-null object dtypes: float64(58), int64(1), object(18) memory usage: 58.0+ MB less","Python",NA,"$200k+ ","4.66 Stars, based on 115 feedbacks","Estonia",NA,4.66,115
"362","Segment.com Setup with Activecampaign Integration","https://www.upwork.com/job/Segment-com-Setup-with-Activecampaign-Integration_~01ead855d3074a2985/","Intermediate",NA,2019-06-23,"Hello, We are in the process of setting up segment.com to capture visitor data and events as well as pass some of that data long with identified users (new lead form submits) to our CRM Activecampaign. Future projects may include assistance with setting up GA, Amplitude, Mixpanel etc however for now our priority requirement for this project is to setup segment to identify and send new user data to Activecampagin destination. We need to send user submitted trait data as well as standard segment common field data that was previously tracked by segment when the user was still anonymous. Please be familiar with AC integration info: https://segment.com/docs/destinations/activecampaign/ Before bidding please check if what is required is actually possible based on the above link and confirm this in your response. Seg-AC-Data-Tracking.xlsx attached shows the data we need to track to be sent and stored with new contacts to Activecampaign. Experience with segment.com, activecampaign and javascript preferred. Thank you and let me know if you have any questions. less","Google Analytics, ActiveCampaign, Analytics,   ",NA,"$30+ ","5.00 Stars, based on 2 feedbacks","Thailand",NA,5,2
"363","Business process design using Microsoft visio","https://www.upwork.com/job/Business-process-design-using-Microsoft-visio_~01576dd355b26bcb3c/","Expert",NA,2019-06-23,"I am looking for someone who can assist me in creating intelligent business process flows in Microsoft Visio. Someone who has superb experience in flow charts with yes and no conditions.","Business Analysis, Microsoft Dynamics ERP, Microsoft Visio,  ",2,"$60 ","No feedback yet","United States",NA,NA,NA
"364","Sentiment analysis of twitter data for stock market","https://www.upwork.com/job/Sentiment-analysis-twitter-data-for-stock-market_~01bc0d17e4ce20ea70/","Intermediate",NA,2019-06-23,"We are working for a trading house where we want to achieve two tasks - 1. Sentiment analysis of Twitter data(from news website) for predicting stock market movements. 2. Want to capture all trades and segments executed by traders real time, sitting in trading house. We would give preference to one who has already done similar kind of stuff. less","Apache Hive, BigQuery, Google Analytics, R, SAS, ",NA,"$0 ","No feedback yet","Singapore",NA,NA,NA
"365","Azure Analysis Services Ongoing Support","https://www.upwork.com/job/Azure-Analysis-Services-Ongoing-Support_~01b4872f49f87f87ea/","Intermediate",NA,2019-06-23,"I am looking for someone that I can use on an ongoing basis to help develop some workflows for Azure Analysis Services. I would like to ask some basic questions and have you perform a very small project to get a basic understanding of work ethic and assess skills. less",NA,NA,"$1k+ ","4.73 Stars, based on 15 feedbacks","United States",NA,4.73,15
"366","Retrospective study of BP management in stroke patient","https://www.upwork.com/job/Retrospective-study-management-stroke-patient_~016a227f8a7457080c/","Intermediate",300,2019-06-23,"The project involves data analysis of a 150 patient data set with hourly BP recorded for first 24 hours. The study will include analysis of this data to show how mean blood pressures and blood pressure variability reflect on outcomes. Successful cand ... more","IBM SPSS",NA,"$500+ ","5.00 Stars, based on 1 feedback","India",NA,5,1
"367","Zillow API","https://www.upwork.com/job/Zillow-API_~0123fde9385eded23c/","Entrylevel",50,2019-06-23,"Use your access to zillow api to provide data on 165 properties. I will provide excel with address, you return excel to me with numerous zillow data points about the properties like size, sqft, zestimate and more.","Python",NA,"$6k+ ","4.97 Stars, based on 76 feedbacks","United States",NA,4.97,76
"368","Horse racing analysis","https://www.upwork.com/job/Horse-racing-analysis_~01f873f2d421a73d9a/","Expert",700,2019-06-22,"Seeking a data scientist knowledgeable in horse racing analytics, eg sectional time, speed, pace and form analysis to initiate, develop and test methods for machine learning predictive models.","R",2,"$9k+ ","4.99 Stars, based on 18 feedbacks","Australia",NA,4.99,18
"369","API Expert Needed For Google Analytics, FB Ads And Snapchat Ads","https://www.upwork.com/job/API-Expert-Needed-For-Google-Analytics-Ads-And-Snapchat-Ads_~01599d1cb1dc8e42ad/","Intermediate",NA,2019-06-22,"As the title suggest, we need someone who has a lot of experience dealing with various API integrations across multiple platforms. For Facebook, we have the rules preset in our ad managers for now so we just need the active rules to be automatically triggered via API every x mins across multiple ad accounts. Secondly, we also need to be able to set up a similar script for Snapchat Ads via API where we can input rules in the script (since Snap doesn't have them natively) and they trigger every x mins based on criteria we set with in the script. Thirdly, we need the second part to work alongside Google Analytics data (as number of page views and bounce rates per campaign would be 2 of the factors we would want to take into account before pausing adset on Snapchat or letting it run) Lastly, we also want to record some important snapchat metrics via API on a daily basis such as campaign name, budget, spend, cost per swipe up, day of the week (such as sunday/monday/etc) and time of the day (in pacific/LA time) so we can use those to filter data and figure out the time of each day that's the cheapest in terms of cost per swipe up. Separately, we also want to be recording the time of the day and day of the week along with page views, campaign name, bounce so we can track/filter the times/days that gives us the highest number of page views Please advise ASAP as the Snapchat automation is an urgent task, can get the FB bit done after that. Thanks less","Google Analytics",NA,"$4k+ ","5.00 Stars, based on 2 feedbacks","Pakistan",NA,5,2
"370","Volume Booster","https://www.upwork.com/job/Volume-Booster_~01d05412d08a8e1b45/","Intermediate",NA,2019-06-22,"The final delivery would be an App on an Android system (including the code) that will use the phone as an input audio device and will boost the volume in real time. Here are the steps: 1. Using your smartphone as an input device, identify a source audio input. 2. Filter out the requested input if more than one source exist by manually selecting between them 3. Increase the volume in real time by a factor selected by the user 4. Enable recording of the selected file. 5. Enable moving between several sources if more than one exist. 6. Enable the connection of Bluetooth device. less","Python",NA,"$0 ","No feedback yet","Israel",NA,NA,NA
"371","PhD Proposal in the area of Human computer interaction","https://www.upwork.com/job/PhD-Proposal-the-area-Human-computer-interaction_~01a89ee109b1692845/","Expert",5,2019-06-22,"PhD Proposal in the area of Human computer interaction & future innovation ( better if focus on disabilities ) as the future is more digitization and human experience is constantly improving to interact with those emerging technologies and would lik ... more",NA,2,"$0 ","No feedback yet","Bahrain",NA,NA,NA
"372","Convert basic programming language to Scilab","https://www.upwork.com/job/Convert-basic-programming-language-Scilab_~01bcd22cabb764589d/","Intermediate",100,2019-06-22,"Can you read qbasic programming language very well and can convert to Scilab? Then this job post is for you. I want some basic functions with their subfunctions written in qbasic language coverted to scilab and done fast too. I have attached the original work in qbasic. I need a part of it and not all of it convert to Scilab less","Basic, Microsoft Office, Programming Languages, Scilab",NA,"$20 ","5.00 Stars, based on 1 feedback","Nigeria",NA,5,1
"373","Data Analyst to conduct multiple logistic regression (1-3 days until June 30)","https://www.upwork.com/job/Data-Analyst-conduct-multiple-logistic-regression-days-until-June_~0160e2cd26183868b6/","Intermediate",300,2019-06-22,"Hi all, for an experience R coder, this should not take too long as the data set is prepared and ready to be analysed. I would be happy to receive assistance in conducting a multiple logistic regression in R and proving me with the Code and Statistical output. The objective is to compose a formula which helps quantifying the likelihood for a specific corporate event based on its z-scores. The data set includes the respective target firms (1) and its peers (0) based on ca. 10 key financial metrics (last 10 years) which will be provided to you. The work will be very similar to the composition of the Altman-z-score formula. Many Thanks! less","Microsoft Excel, R, Quantitative Analysis, Statistics",NA,"$300+ ","5.00 Stars, based on 2 feedbacks","Germany",NA,5,2
"374","Looking for Data Science Instructors to Teach Live, Micro-Courses","https://www.upwork.com/job/Looking-for-Data-Science-Instructors-Teach-Live-Micro-Courses_~01c02b08d17323b883/","Intermediate",NA,2019-06-22,"I manage an online community with 4k data science students. Currently looking for instructors to offer 1-2 hour data science courses. Wide latitude in the courses that can be taught. Best if it is practical and suitable for beginner and intermediate ... more",NA,6,"$500+ ","4.96 Stars, based on 14 feedbacks","United States",NA,4.96,14
"375","Empirical Research","https://www.upwork.com/job/Empirical-Research_~015333708c8be15a2c/","Entrylevel",NA,2019-06-22,"I need three empirical studies that examine the relationship between gender and motivation in education in the context of gamification. The variables have to be the same in all studies and it should have statistically based material. ASAP",NA,NA,"$300+ ","5.00 Stars, based on 2 feedbacks","Germany",NA,5,2
"376","Statistics","https://www.upwork.com/job/Statistics_~012498cc40721048ff/","Entrylevel",NA,2019-06-22,"Actually it’s not a project or data analyst it’s a document and some links for the new innovation statistics in some countries that I have to summarize it in a Statistics way the most important innovations ideas they have been using to improve their methodology to research and get best statistics results, so I just want to collect the innovative ideas in a small report by using numbers and figures for those links and file attachment.. I hope it’s clear and simple, INNOVATIONS IN OFFICIAL STATISTICS: SOME USEFUL LINKS & DOCUMENTS 1. UK Office for National Statistics (ONS) SDG Indicators Reporting Platform: a. UK SDG Reporting Platform: https://sustainabledevelopment-uk.github.io b. Guidance for copying and using UK & US platforms: https://sustainabledevelopment-uk.github.io/guidance/ 2. Defining Urban Areas: a. OECD publication: Redefining Urban – a new way to measure Metropolitan Areas: http://www.oecd.org/regional/redefiningurbananewwaytomeasuremetropolitanareas.htm b. Degree of Urbanisation Methodology Background: https://ec.europa.eu/eurostat/web/degree-of-urbanisation/background c. Overview: https://ghsl.jrc.ec.europa.eu/degurba.php d. Global Human Settlement Layer: https://ghsl.jrc.ec.europa.eu e. Country profiles: https://ghsl.jrc.ec.europa.eu/CFS.php 3. Papers on, and examples of, organisation of Innovation in Official Statistics: a. UK Data Science Campus: https://datasciencecampus.ons.gov.uk b. UK Statistics Authority Strategy 2015-2020 (Better Statistics, Better Decisions): https://www.statisticsauthority.gov.uk/wp-content/uploads/2015/12/images-betterstatisticsbetterdecisionsstrategyfor2015to202_tcm97-44175-5.pdf c. UK Statistics Authority: Better Statistics Better Decisions - Three Years on: https://www.statisticsauthority.gov.uk/better-statistics-three-years-on/ d. UK Statistics Authority Business Plan 2018 – 2011: https://www.statisticsauthority.gov.uk/wp-content/uploads/2015/12/images-betterstatisticsbetterdecisionsstrategyfor2015to202_tcm97-44175-5.pdf e. Italy: Data Innovation in Official Statistics: the Leading Role of Open Data https://www.istat.it/it/files/2015/10/AllevaUNWorldDataCongress13Jan_2017.pdf f. United States - Innovation at the Census Bureau: http://washstat.org/presentations/20170425/thompson_20170425.pdf 4. Platform for Innovations in Statistics (PISTA): http://pista.paris21.org Thank you, Best regards less","Microsoft Excel",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"377","Data Scientist, Statistician, Computer programmer - for a marketing organization","https://www.upwork.com/job/Data-Scientist-Statistician-Computer-programmer-for-marketing-organization_~0169ddce5617353a9a/","Entrylevel",NA,2019-06-22,"I typically need help from a data scientist for performing statistical analysis (like multiple regression of time series data or logit regression models) of customer or prospect data to help develop marketing ROI, predictive analytics and optimization. If you have experience with marketing analytics that would be great. Marketing mix optimization and multi touch attribution a plus less",NA,5,"$10k+ ","4.91 Stars, based on 10 feedbacks","United States",NA,4.91,10
"378","Fixes to HubSpot tracking implementation!","https://www.upwork.com/job/Fixes-HubSpot-tracking-implementation_~011805ae0eba2e6573/","Expert",NA,2019-06-21,"We're a rapidly growing B2B SaaS company looking to make enhancements to our HubSpot implementation in order to better evaluate return on marketing spending. This is a one-time project, and if it goes well there will likely be future opportunities! Open to hourly rates or a 1-time project rate. Here are some of the current problems/needs: 1) Leads who submit forms do not appear to be attributed correctly to the right marketing campaigns. This could do with how conversions are set-up within HubSpot. 2) Leads collected offline from tradeshows are not properly attributed once they are added to Hubspot. 3) Existing customers will frequently attend webinars alongside new leads. We need help delineating which webinars attract new leads. 4) Ads on Facebook appear to have improper tracking, because the same ad is used in multiple ad sets and campaigns. 5) Ads on LinkedIn appear to have improper tracking, because the same ad is used in multiple ad campaigns. 6) The blog subscribers lifecycle stage is ambiguous. 7) Hubspot CTAs don't seem to be communicating the right UTM parameters to be properly tracked in Google Analytics Deliverables -Ensure that leads and customers are properly attributed to the appropriate marketing campaigns. -Create a dashboard that has cost, leads, customers, cost per lead, cost per customer, conversion rate of lead to customer. (Ideally the dashboard could show revenue as well). less",NA,NA,"$4k+ ","4.99 Stars, based on 27 feedbacks","United States",NA,4.99,27
"379","Design for Cloud based storage system","https://www.upwork.com/job/Design-for-Cloud-based-storage-system_~0179c4c83a2c9ea4f6/","Expert",NA,2019-06-21,"Design and potentially develop cloud based storage system for a very large amount of Data For more information Contact Richard DogData This job was posted from a mobile device, so please pardon any typos or any missing details.","Data Analytics, Data Science, Quantitative Analysis, ",NA,"$3k+ ","5.00 Stars, based on 5 feedbacks","Estonia",NA,5,5
"380","Trade Sp500 logical values vs interest rates","https://www.upwork.com/job/Trade-Sp500-logical-values-interest-rates_~01e985dbce73edf688/","Intermediate",1000,2019-06-21,"Want to proceed in increments, to produce trading system.",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
